UboatName,TypeOfUboat,Commissioned,FateDate,Fate,FateLatitude,FateLongitude,DaysInService,TotalShipsSunked,AverageDayPerShip,WarOutCome
U-959,VIIC,1943-01-21,1944-05-02,Sunk,69.333333,-0.333333,852,,,Did not survive the War
U-960,VIIC,1943-01-28,1944-05-19,Sunk,37.333333,1.583333,869,3,289,Did not survive the War
U-961,VIIC,1943-02-04,1944-03-29,Sunk,64.516667,-3.316667,818,,,Did not survive the War
U-962,VIIC,1943-02-11,1944-04-08,Sunk,45.716667,-19.95,828,,,Did not survive the War
U-963,VIIC,1943-02-17,1945-05-20,Scuttled,39.6,-9.083333,1235,,,Survived the war
U-964,VIIC,1943-02-18,1943-10-16,Sunk,57.45,-28.283333,653,,,Did not survive the War
U-965,VIIC,1943-02-25,1945-03-30,Sunk,39.6,-9.083333,819,,,Did not survive the War
U-966,VIIC,1943-03-04,1943-11-10,Sunk,43.768889,-7.633333,313,,,Did not survive the War
U-967,VIIC,1943-03-11,1944-08-19,Scuttled,43.116667,5.916667,596,1,596,Did not survive the War
U-968,VIIC,1943-03-18,1945-05-09,Surrendered,68.454308,17.393468,859,4,214,Survived the war
U-969,VIIC,1943-03-24,1944-08-06,Sunk,43.116667,5.916667,583,,,Did not survive the War
U-970,VIIC,1943-03-25,1944-06-08,Sunk,45.25,-4.166667,524,,,Did not survive the War
U-971,VIIC,1943-04-01,1944-06-24,Sunk,49.016667,-5.883333,540,,,Did not survive the War
U-972,VIIC,1943-04-08,1943-12-15,Missing,60.5,-20.0,348,,,Did not survive the War
U-973,VIIC,1943-04-15,1944-03-06,Sunk,70.666667,5.8,430,,,Did not survive the War
U-974,VIIC,1943-04-22,1944-04-19,Sunk,59.133333,5.383333,474,,,Did not survive the War
U-975,VIIC,1943-04-29,1945-05-09,Surrendered,59.42135,10.531852,859,,,Survived the war
U-976,VIIC,1943-05-05,1944-03-25,Sunk,46.5,-2.41,449,,,Did not survive the War
U-977,VIIC,1943-05-06,1945-08-17,Surrendered,-37.994782,-57.536151,959,,,Survived the war
U-978,VIIC,1943-05-12,1945-05-09,Surrendered,63.448046,10.37828,859,,,Survived the war
U-979,VIIC,1943-05-20,1945-05-24,Scuttled,54.633333,8.383333,874,1,874,Survived the war
U-980,VIIC,1943-05-27,1944-06-11,Sunk,63.116667,0.433333,527,,,Did not survive the War
U-981,VIIC,1943-06-03,1944-08-12,Sunk,46.15,-1.583333,589,,,Did not survive the War
U-982,VIIC,1943-06-10,1945-04-09,Sunk,53.535,9.850833,829,,,Did not survive the War
U-983,VIIC,1943-06-16,1943-09-08,Sunk,54.933333,17.233333,250,,,Did not survive the War
U-984,VIIC,1943-06-17,1944-08-02,Sunk,50.0622,-0.54,579,1,579,Did not survive the War
U-985,VIIC,1943-06-24,1944-11-15,Stricken,58.141998,8.004285,684,1,684,Did not survive the War
U-986,VIIC,1943-07-01,1944-04-10,Missing,51.5,-20.0,465,,,Did not survive the War
U-987,VIIC,1943-07-08,1944-06-15,Sunk,68.016667,5.133333,531,,,Did not survive the War
U-988,VIIC,1943-07-15,1944-06-22,Sunk,50.0217,-2.995,538,,,Did not survive the War
U-989,VIIC,1943-07-22,1945-02-14,Sunk,61.6,-1.583333,775,1,775,Did not survive the War
U-990,VIIC,1943-07-28,1944-05-25,Sunk,65.083333,7.466667,510,1,510,Did not survive the War
U-991,VIIC,1943-07-29,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-992,VIIC,1943-08-02,1945-05-09,Surrendered,68.449416,17.417615,859,1,859,Survived the war
U-993,VIIC,1943-08-19,1944-10-04,Sunk,60.392,5.2922,642,,,Did not survive the War
U-994,VIIC,1943-09-02,1945-05-09,Surrendered,63.445978,10.411729,859,,,Survived the war
U-995,VIIC/41,1943-09-16,1945-05-09,Surrendered,63.445978,10.411729,859,5,171,Survived the war
U-997,VIIC/41,1943-09-23,1945-05-09,Surrendered,68.449416,17.417615,859,2,429,Survived the war
U-998,VIIC/41,1943-10-07,1944-06-27,Broken up,60.390692,5.297793,543,,,Did not survive the War
U-999,VIIC/41,1943-10-21,1945-05-05,Scuttled,54.812649,9.444936,855,,,Survived the war
U-1000,VIIC/41,1943-11-04,1945-03-01,Broken up,54.836595,18.331462,790,,,Did not survive the War
U-1001,VIIC/41,1943-11-18,1945-04-08,Sunk,49.316667,-10.383333,828,,,Did not survive the War
U-1002,VIIC/41,1943-11-30,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-1003,VIIC/41,1943-12-09,1945-03-25,Scuttled,55.633333,-7.433333,814,,,Did not survive the War
U-1004,VIIC/41,1943-12-16,1945-05-09,Surrendered,60.390692,5.297793,859,2,429,Survived the war
U-1005,VIIC/41,1943-12-30,1945-05-14,Surrendered,60.390692,5.297793,864,,,Survived the war
U-1006,VIIC/41,1944-01-11,1944-10-16,Sunk,60.983333,-4.816667,654,,,Did not survive the War
U-1007,VIIC/41,1944-01-18,1945-05-02,Scuttled,53.9,10.833333,852,,,Survived the war
U-1008,VIIC/41,1944-02-01,1945-05-06,Scuttled,56.233333,10.85,856,,,Survived the war
U-1009,VIIC/41,1944-02-10,1945-05-10,Surrendered,58.496886,-4.684022,495,,,Survived the war
U-1010,VIIC/41,1944-02-22,1945-05-14,Surrendered,58.496886,-4.684022,499,,,Survived the war
U-1013,VIIC/41,1944-03-02,1944-03-17,Sunk,54.35,13.916667,76,,,Did not survive the War
U-1014,VIIC/41,1944-03-14,1945-02-04,Sunk,55.283333,-6.733333,400,,,Did not survive the War
U-1015,VIIC/41,1944-03-23,1945-05-14,Sunk,55.15,19.183333,499,,,Survived the war
U-1016,VIIC/41,1944-04-04,1945-05-05,Scuttled,54.814809,9.752395,490,,,Survived the war
U-1017,VIIC/41,1944-04-13,1945-04-29,Sunk,56.067,11.1,484,2,242,Did not survive the War
U-1018,VIIC/41,1944-04-24,1945-02-27,Sunk,49.916667,-5.366667,423,1,423,Did not survive the War
U-1019,VIIC/41,1944-05-04,1945-05-09,Surrendered,63.436101,10.386016,494,,,Survived the war
U-1020,VIIC/41,1944-05-17,1945-01-09,Sunk,56.535278,-1.301944,374,,,Did not survive the War
U-1021,VIIC/41,1944-05-25,1945-03-14,Sunk,50.555,-5.193333,438,,,Did not survive the War
U-1022,VIIC/41,1944-06-07,1945-05-09,Surrendered,60.390692,5.297793,494,2,247,Survived the war
U-1023,VIIC/41,1944-06-15,1945-05-10,Surrendered,50.578074,-2.447233,495,1,495,Survived the war
U-1024,VIIC/41,1944-06-28,1945-04-12,Captured,53.613761,-5.198741,467,,,Did not survive the War
U-1025,VIIC/41,1945-04-12,1945-05-05,Scuttled,54.816786,9.784173,490,,,Survived the war
U-1051,VIIC,1944-03-04,1945-01-26,Sunk,53.65,-5.383333,391,2,195,Did not survive the War
U-1052,VIIC,1944-01-20,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-1053,VIIC,1944-02-12,1945-02-15,Sunk,60.428424,5.26335,411,,,Did not survive the War
U-1054,VIIC,1944-03-25,1944-09-16,Stricken,54.330689,10.156145,259,,,Did not survive the War
U-1055,VIIC,1944-04-08,1945-04-23,Missing,52.428922,-11.347736,478,4,119,Did not survive the War
U-1056,VIIC,1944-04-29,1945-05-05,Scuttled,54.809393,9.821474,490,,,Survived the war
U-1057,VIIC,1944-05-20,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-1058,VIIC,1944-06-10,1945-05-10,Surrendered,58.496886,-4.684022,495,,,Survived the war
U-1059,VIIF,1943-05-01,1944-03-19,Sunk,13.166667,-33.733333,443,,,Did not survive the War
U-1060,VIIF,1943-05-15,1944-10-27,Run aground,65.4,12.0,665,,,Did not survive the War
U-1061,VIIF,1943-08-25,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-1062,VIIF,1943-06-19,1944-09-30,Sunk,11.6,-34.733333,638,,,Did not survive the War
U-1063,VIIC/41,1944-07-08,1945-04-15,Sunk,50.148333,-3.89,470,,,Did not survive the War
U-1064,VIIC/41,1944-07-29,1945-05-09,Surrendered,63.436101,10.386016,494,1,494,Survived the war
U-1065,VIIC/41,1944-09-23,1945-04-09,Sunk,57.8,11.433333,464,,,Did not survive the War
U-1101,VIIC,1943-11-10,1945-05-05,Scuttled,54.761403,9.860487,855,,,Survived the war
U-1102,VIIC,1944-02-22,1945-05-13,Surrendered,54.324491,10.676938,498,,,Survived the war
U-1103,VIIC/41,1944-01-08,1945-05-05,Surrendered,53.879116,8.70138,855,,,Survived the war
U-1104,VIIC/41,1944-03-15,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-1105,VIIC/41,1944-06-03,1945-05-10,Surrendered,58.496886,-4.684022,495,1,495,Survived the war
U-1106,VIIC/41,1944-07-05,1945-03-29,Sunk,61.766667,-2.266667,453,,,Did not survive the War
U-1107,VIIC/41,1944-08-08,1945-04-30,Sunk,48.0,-6.5,485,2,242,Did not survive the War
U-1108,VIIC/41,1944-11-18,1945-05-09,Surrendered,59.285862,10.544334,494,,,Survived the war
U-1109,VIIC/41,1944-08-31,1945-05-12,Surrendered,58.496886,-4.684022,497,,,Survived the war
U-1110,VIIC/41,1944-09-24,1945-05-14,Surrendered,54.963703,8.376812,499,,,Survived the war
U-1131,VIIC,1944-05-20,1945-03-30,Sunk,53.542569,9.907424,454,,,Did not survive the War
U-1132,VIIC,1944-06-24,1945-05-05,Scuttled,54.830567,9.421345,490,,,Survived the war
U-1161,VIIC,1943-08-25,1945-05-05,Scuttled,54.830567,9.421345,855,,,Survived the war
U-1162,VIIC,1943-09-15,1945-05-05,Scuttled,54.760046,9.863418,855,,,Survived the war
U-1163,VIIC/41,1943-10-06,1945-05-09,Surrendered,58.139544,8.012641,859,1,859,Survived the war
U-1164,VIIC/41,1943-10-27,1944-07-24,Sunk,54.328465,10.157183,570,,,Did not survive the War
U-1165,VIIC/41,1943-11-17,1945-05-09,Surrendered,68.449211,17.417211,859,1,859,Survived the war
U-1166,VIIC/41,1943-12-08,1945-05-03,Scuttled,54.327849,10.165824,853,,,Survived the war
U-1167,VIIC/41,1943-12-29,1945-03-30,Sunk,53.540598,9.889009,819,,,Did not survive the War
U-1168,VIIC/41,1944-01-19,1945-05-04,Scuttled,54.883333,9.616667,854,,,Survived the war
U-1169,VIIC/41,1944-02-09,1945-03-29,Sunk,49.966667,-5.416667,818,,,Did not survive the War
U-1170,VIIC/41,1944-03-01,1945-05-02,Scuttled,53.983333,10.933333,852,,,Survived the war
U-1171,VIIC/41,1944-03-22,1945-05-09,Surrendered,58.985619,5.713489,859,,,Survived the war
U-1172,VIIC/41,1944-04-20,1945-01-27,Sunk,52.4,-5.7,757,2,378,Did not survive the War
U-1191,VIIC,1943-09-09,1944-07-03,Sunk,50.05,-2.983333,549,,,Did not survive the War
U-1192,VIIC,1943-09-23,1945-05-03,Scuttled,54.327849,10.165824,853,,,Survived the war
U-1193,VIIC,1943-10-07,1945-05-05,Scuttled,54.768841,9.84677,855,,,Survived the war
U-1194,VIIC,1943-10-21,1945-05-09,Surrendered,53.873672,8.716411,859,,,Survived the war
U-1195,VIIC,1943-11-04,1945-04-07,Sunk,50.556183,-0.938281,827,2,413,Did not survive the War
U-1196,VIIC,1943-11-18,1945-05-02,Scuttled,53.963586,10.895968,852,,,Survived the war
U-1197,VIIC,1943-12-02,1945-05-01,Captured,53.556902,8.547968,851,,,Did not survive the War
U-1198,VIIC,1943-12-09,1945-05-08,Surrendered,53.873672,8.716411,858,,,Survived the war
U-1199,VIIC,1943-12-23,1945-01-21,Sunk,49.95,-5.7,751,,,Did not survive the War
U-1200,VIIC,1944-01-05,1944-11-12,Sunk,50.045,2.017,681,,,Did not survive the War
U-1201,VIIC,1944-01-13,1945-05-03,Scuttled,53.540598,9.889009,853,,,Survived the war
U-1202,VIIC,1944-01-27,1945-05-09,Surrendered,60.390692,5.297793,859,1,859,Survived the war
U-1203,VIIC,1944-02-10,1945-05-09,Surrendered,63.436101,10.386016,859,1,859,Survived the war
U-1204,VIIC,1944-02-17,1945-05-05,Scuttled,54.768841,9.84677,855,,,Survived the war
U-1205,VIIC,1944-03-02,1945-05-03,Scuttled,54.327849,10.165824,853,,,Survived the war
U-1206,VIIC,1944-03-16,1945-04-14,Scuttled,57.35,-1.65,834,,,Did not survive the War
U-1207,VIIC,1944-03-23,1945-05-05,Scuttled,54.768841,9.84677,490,,,Survived the war
U-1208,VIIC,1944-04-06,1945-02-24,Sunk,49.85,-6.1,420,1,420,Did not survive the War
U-1209,VIIC,1944-04-13,1944-12-18,Scuttled,49.511539,-5.598301,352,,,Did not survive the War
U-1210,VIIC,1944-04-22,1945-05-03,Sunk,54.466667,9.85,488,,,Survived the war
U-1221,IXC/40,1943-08-11,1945-04-03,Sunk,54.333333,10.166667,823,,,Did not survive the War
U-1222,IXC/40,1943-09-01,1944-07-11,Sunk,46.516667,-5.483333,557,,,Did not survive the War
U-1223,IXC/40,1943-10-06,1945-05-05,Scuttled,53.551888,8.557147,855,1,855,Survived the war
U-1224,IXC/40,1943-10-20,1944-05-13,Sunk,18.133056,-33.216389,498,,,Did not survive the War
U-1225,IXC/40,1943-11-10,1944-06-24,Sunk,63.0,-0.833333,540,,,Did not survive the War
U-1226,IXC/40,1943-11-24,1944-10-23,Missing,56.5,-20.0,661,,,Did not survive the War
U-1227,IXC/40,1943-12-08,1945-05-03,Scuttled,54.327849,10.165824,853,1,853,Survived the war
U-1228,IXC/40,1943-12-22,1945-05-17,Surrendered,43.054477,-70.715867,867,1,867,Survived the war
U-1229,IXC/40,1944-01-13,1944-08-20,Sunk,42.333333,-51.65,597,,,Did not survive the War
U-1230,IXC/40,1944-01-26,1945-05-05,Surrendered,54.177091,7.903793,855,1,855,Survived the war
U-1231,IXC/40,1944-02-09,1945-05-13,Surrendered,58.488956,-4.688765,863,,,Survived the war
U-1232,IXC/40,1944-03-08,1945-05-03,Captured,53.536854,8.554042,853,3,284,Survived the war
U-1233,IXC/40,1944-03-22,1945-05-05,Surrendered,55.554102,9.857845,855,,,Survived the war
U-1234,IXC/40,1944-04-19,1945-05-05,Scuttled,54.802381,9.441039,490,,,Survived the war
U-1235,IXC/40,1944-05-17,1945-04-15,Sunk,42.9,-30.416667,470,,,Did not survive the War
U-1271,VIIC/41,1944-01-12,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-1272,VIIC/41,1944-01-28,1945-05-10,Surrendered,60.390692,5.297793,860,,,Survived the war
U-1273,VIIC/41,1944-02-16,1945-02-17,Sunk,59.4,10.533333,413,,,Did not survive the War
U-1274,VIIC/41,1944-03-01,1945-04-16,Sunk,55.6,-1.4,471,1,471,Did not survive the War
U-1275,VIIC/41,1944-03-22,1945-05-03,Scuttled,54.327849,10.165824,488,,,Survived the war
U-1276,VIIC/41,1944-04-06,1945-02-20,Sunk,51.8,-7.116667,416,1,416,Did not survive the War
U-1277,VIIC/41,1944-05-03,1945-06-03,Scuttled,41.180839,-8.701994,519,,,Survived the war
U-1278,VIIC/41,1944-05-31,1945-02-17,Sunk,61.533333,1.6,413,,,Did not survive the War
U-1279,VIIC/41,1944-07-05,1945-02-27,Sunk,49.766667,-5.783333,423,,,Did not survive the War
U-1301,VIIC/41,1944-02-11,1945-05-09,Surrendered,60.390692,5.297793,859,,,Survived the war
U-1302,VIIC/41,1944-05-25,1945-03-07,Sunk,52.316667,-5.383333,431,3,143,Did not survive the War
U-1303,VIIC/41,1944-04-05,1945-05-05,Scuttled,54.802381,9.441039,490,,,Survived the war
U-1304,VIIC/41,1944-09-06,1945-05-05,Scuttled,54.802381,9.441039,490,,,Survived the war
U-1305,VIIC/41,1944-09-13,1945-05-10,Surrendered,58.488956,-4.688765,495,1,495,Survived the war
U-1306,VIIC/41,1944-12-20,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-1307,VIIC/41,1944-11-17,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-1308,VIIC/41,1945-01-17,1945-05-01,Scuttled,54.175755,12.089201,486,,,Did not survive the War
U-1405,XVIIB,1944-12-21,1945-05-05,Scuttled,54.465255,9.853445,490,,,Survived the war
U-1406,XVIIB,1945-02-08,1945-05-05,Surrendered,53.881565,8.704651,124,,,Survived the war
U-1407,XVIIB,1945-03-13,1945-05-05,Surrendered,53.881565,8.704651,124,,,Survived the war
U-2321,XXIII,1944-06-12,1945-05-09,Surrendered,58.105611,7.981374,494,1,494,Survived the war
U-2322,XXIII,1944-07-01,1945-05-09,Surrendered,58.972752,5.738923,494,1,494,Survived the war
U-2323,XXIII,1944-07-18,1944-07-26,Sunk,54.383333,10.183333,207,,,Did not survive the War
U-2324,XXIII,1944-07-25,1945-05-09,Surrendered,58.972752,5.738923,494,,,Survived the war
U-2325,XXIII,1944-08-03,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2326,XXIII,1944-08-10,1945-05-14,Surrendered,56.459705,-2.953289,499,,,Survived the war
U-2327,XXIII,1944-08-19,1945-05-02,Scuttled,54.328034,10.165785,487,,,Survived the war
U-2328,XXIII,1944-08-25,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-2329,XXIII,1944-09-01,1945-05-09,Surrendered,58.972752,5.738923,494,,,Survived the war
U-2330,XXIII,1944-09-07,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-2331,XXIII,1944-09-12,1944-10-10,Sunk,54.431517,18.689599,283,,,Did not survive the War
U-2332,XXIII,1944-11-13,1945-05-03,Scuttled,53.540927,9.892641,488,,,Survived the war
U-2333,XXIII,1944-12-18,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2334,XXIII,1944-09-21,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2335,XXIII,1944-09-27,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2336,XXIII,1944-09-30,1945-05-15,Surrendered,54.327994,10.151904,500,2,250,Survived the war
U-2337,XXIII,1944-10-04,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2338,XXIII,1944-10-09,1945-05-04,Sunk,55.566667,9.816667,489,,,Survived the war
U-2339,XXIII,1944-11-16,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2340,XXIII,1944-10-16,1945-03-30,Sunk,53.541472,9.912868,454,,,Did not survive the War
U-2341,XXIII,1944-10-21,1945-05-05,Surrendered,53.881565,8.704651,490,,,Survived the war
U-2342,XXIII,1944-11-01,1944-12-26,Sunk,54.016667,14.333333,360,,,Did not survive the War
U-2343,XXIII,1944-11-06,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2344,XXIII,1944-11-10,1945-02-18,Sunk,54.266667,11.808333,414,,,Did not survive the War
U-2345,XXIII,1944-11-15,1945-05-09,Surrendered,58.972752,5.738923,494,,,Survived the war
U-2346,XXIII,1944-11-20,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2347,XXIII,1944-12-02,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2348,XXIII,1944-12-04,1945-05-09,Surrendered,58.972752,5.738923,494,,,Survived the war
U-2349,XXIII,1944-12-11,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2350,XXIII,1944-12-23,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2351,XXIII,1944-12-30,1945-05-05,Surrendered,54.809191,9.448864,490,,,Survived the war
U-2352,XXIII,1945-01-11,1945-05-05,Scuttled,54.906228,9.89239,490,,,Survived the war
U-2353,XXIII,1945-01-09,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2354,XXIII,1945-01-11,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2355,XXIII,1945-01-12,1945-05-03,Scuttled,54.401111,10.2,488,,,Survived the war
U-2356,XXIII,1945-01-12,1945-05-05,Surrendered,53.881565,8.704651,490,,,Survived the war
U-2357,XXIII,1945-01-13,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2358,XXIII,1945-01-16,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2359,XXIII,1945-01-16,1945-05-02,Sunk,57.483333,11.4,487,,,Survived the war
U-2360,XXIII,1945-01-23,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2361,XXIII,1945-02-03,1945-05-09,Surrendered,58.105611,7.981374,128,,,Survived the war
U-2362,XXIII,1945-02-05,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2363,XXIII,1945-02-05,1945-05-09,Surrendered,58.105611,7.981374,128,,,Survived the war
U-2364,XXIII,1945-02-14,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2365,XXIII,1945-03-02,1945-05-08,Scuttled,11.816667,11.816667,127,,,Survived the war
U-2366,XXIII,1945-03-10,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2367,XXIII,1945-03-17,1945-05-05,Sunk,55.0,11.0,124,,,Survived the war
U-2368,XXIII,1945-04-11,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2369,XXIII,1945-04-18,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2371,XXIII,1945-04-24,1945-05-03,Scuttled,53.540733,9.889961,122,,,Survived the war
U-2501,XXI,1944-06-27,1945-05-03,Scuttled,53.540733,9.889961,488,,,Survived the war
U-2502,XXI,1944-07-19,1945-05-09,Surrendered,59.429624,10.472538,494,,,Survived the war
U-2503,XXI,1944-08-01,1945-05-04,Scuttled,55.15,11.133333,489,,,Survived the war
U-2504,XXI,1944-08-12,1945-05-03,Scuttled,53.540733,9.889961,488,,,Survived the war
U-2505,XXI,1944-11-07,1945-05-03,Buried,53.528611,9.952222,488,,,Survived the war
U-2506,XXI,1944-08-31,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-2507,XXI,1944-09-08,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2508,XXI,1944-09-26,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-2509,XXI,1944-09-21,1945-04-08,Sunk,53.539541,9.875964,463,,,Did not survive the War
U-2510,XXI,1944-09-27,1945-05-02,Scuttled,53.953415,10.860529,487,,,Survived the war
U-2511,XXI,1944-09-29,1945-05-09,Surrendered,60.390692,5.297793,494,,,Survived the war
U-2512,XXI,1944-10-10,1945-05-03,Scuttled,54.463713,9.859868,488,,,Survived the war
U-2513,XXI,1944-10-12,1945-05-09,Surrendered,59.429624,10.472538,494,,,Survived the war
U-2514,XXI,1944-10-17,1945-04-08,Sunk,53.524176,9.892292,463,,,Did not survive the War
U-2515,XXI,1944-10-19,1945-01-17,Sunk,53.524176,9.892292,382,,,Did not survive the War
U-2516,XXI,1944-10-24,1945-04-09,Sunk,54.329238,10.150682,464,,,Did not survive the War
U-2517,XXI,1944-10-31,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2518,XXI,1944-11-04,1945-05-09,Surrendered,59.429624,10.472538,494,,,Survived the war
U-2519,XXI,1944-11-15,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-2520,XXI,1944-12-25,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-2521,XXI,1944-11-21,1945-05-03,Sunk,54.816667,9.833333,488,,,Survived the war
U-2522,XXI,1944-11-22,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2523,XXI,1944-12-26,1945-01-17,Sunk,53.533632,9.964226,382,,,Did not survive the War
U-2524,XXI,1945-01-16,1945-05-03,Scuttled,54.433333,11.65,488,,,Survived the war
U-2525,XXI,1944-12-12,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-2526,XXI,1944-12-15,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2527,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2528,XXI,1944-12-09,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2529,XXI,1945-02-22,1945-05-09,Surrendered,58.105611,7.981374,494,,,Survived the war
U-2530,XXI,1944-12-30,1945-02-20,Sunk,53.534023,9.938879,416,,,Did not survive the War
U-2531,XXI,1945-01-10,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2533,XXI,1945-01-18,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-2534,XXI,1945-01-17,1945-05-03,Scuttled,54.435556,11.65,488,,,Survived the war
U-2535,XXI,1945-01-28,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2536,XXI,1945-02-06,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-2538,XXI,1945-02-16,1945-05-08,Scuttled,54.884722,10.251944,127,,,Survived the war
U-2539,XXI,1945-02-21,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-2540,XXI,1945-02-24,1945-05-04,Scuttled,55.468486,8.4315,123,,,Survived the war
U-2541,XXI,1945-03-01,1945-05-05,Scuttled,54.758655,9.8671,124,,,Survived the war
U-2542,XXI,1945-03-05,1945-05-03,Sunk,54.328034,10.165785,122,,,Survived the war
U-2543,XXI,1945-03-07,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-2544,XXI,1945-03-10,1945-05-05,Scuttled,56.101389,10.4525,124,,,Survived the war
U-2545,XXI,1945-04-08,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-2546,XXI,1945-03-21,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-2548,XXI,1945-04-09,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-2551,XXI,1945-04-24,1945-05-05,Run aground,54.817,9.467,124,,,Survived the war
U-2552,XXI,1945-04-21,1945-05-03,Scuttled,54.328034,10.165785,122,,,Survived the war
U-3001,XXI,1944-07-20,1945-05-03,Scuttled,53.58301,8.442862,488,,,Survived the war
U-3002,XXI,1944-08-06,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3003,XXI,1944-08-22,1945-05-03,Sunk,54.328034,10.165785,488,,,Survived the war
U-3004,XXI,1944-08-30,1945-05-03,Buried,53.528611,9.952222,488,,,Survived the war
U-3005,XXI,1944-09-20,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3006,XXI,1944-10-05,1945-05-01,Scuttled,53.503455,8.138952,486,,,Did not survive the War
U-3007,XXI,1944-10-22,1945-02-24,Sunk,53.119978,8.701081,420,,,Did not survive the War
U-3008,XXI,1944-10-19,1945-05-11,Surrendered,54.326845,10.148409,496,,,Survived the war
U-3009,XXI,1944-11-10,1945-05-01,Scuttled,53.60267,8.456228,486,,,Did not survive the War
U-3010,XXI,1944-11-11,1945-05-03,Scuttled,54.328034,10.165785,488,,,Survived the war
U-3011,XXI,1944-12-21,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3012,XXI,1944-12-04,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3013,XXI,1944-11-22,1945-05-03,Scuttled,53.953271,10.859286,488,,,Survived the war
U-3014,XXI,1944-12-17,1945-05-03,Scuttled,54.087061,10.812666,488,,,Survived the war
U-3015,XXI,1944-12-17,1945-05-05,Scuttled,54.758655,9.8671,490,,,Survived the war
U-3016,XXI,1945-01-05,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3017,XXI,1945-01-05,1945-05-09,Surrendered,59.432656,10.471308,494,,,Survived the war
U-3018,XXI,1945-01-07,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
U-3019,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,487,,,Survived the war
