Name,latitude,longitude,Ocean,Fate,Date
U-877,46.416667,-36.633333,The Atlantic ocean,Sunk,1944-12-27
U-878,47.583333,-10.55,The Atlantic ocean,Sunk,1945-04-10
U-879,36.566667,-74.0,The Atlantic ocean,Sunk,1945-04-30
U-880,47.883333,-30.433333,The Atlantic ocean,Sunk,1945-04-16
U-881,43.3,-47.733333,The Atlantic ocean,Sunk,1945-05-06
U-883,53.885103,8.711897,The North Sea,Surrendered,1945-05-05
U-889,43.479993,-65.310205,The Atlantic ocean,Surrendered,1945-05-13
U-901,58.975207,5.760662,The North Sea,Surrendered,1945-05-15
U-903,54.803322,9.882213,The Baltic Sea,Scuttled,1945-05-05
U-904,54.470878,9.93287,The Baltic Sea,Scuttled,1945-05-04
U-905,58.566667,-5.766667,The Atlantic ocean,Sunk,1945-03-27
U-907,60.393579,5.295185,The North Sea,Surrendered,1945-05-09
U-921,74.75,13.833333,The Barents Sea,Missing,1944-09-24
U-922,54.328192,10.15364,The Baltic Sea,Scuttled,1945-05-03
U-923,54.516667,10.3,The Baltic Sea,Sunk,1945-02-09
U-924,54.328192,10.15364,The Baltic Sea,Scuttled,1945-05-03
U-925,57.997693,5.980852,The North Sea,Missing,1944-08-25
U-926,60.394255,5.293973,The North Sea,Surrendered,1945-05-09
U-927,49.9,-4.75,The English channel,Sunk,1945-02-24
U-928,60.394255,5.293973,The North Sea,Surrendered,1945-05-09
U-929,54.25,12.066667,The Baltic Sea,Scuttled,1945-05-01
U-930,60.394255,5.293973,The North Sea,Surrendered,1945-05-09
U-951,37.666667,-15.5,The Atlantic ocean,Sunk,1943-07-07
U-952,43.093831,5.930084,The Mediterranean Sea,Captured,1944-08-02
U-953,63.436844,10.381135,The Norwegian Sea,Surrendered,1945-05-09
U-954,54.9,-34.316667,The Atlantic ocean,Sunk,1943-05-19
U-955,45.216667,-8.5,The Atlantic ocean,Sunk,1944-06-07
U-956,58.490672,-4.686915,The Atlantic ocean,Surrendered,1945-05-13
U-957,68.454308,17.393468,The Norwegian Sea,Stricken,1944-10-21
U-958,54.329717,10.163239,The Baltic Sea,Scuttled,1945-05-03
U-959,69.333333,-0.333333,The Norwegian Sea,Sunk,1944-05-02
U-960,37.333333,1.583333,The Mediterranean Sea,Sunk,1944-05-19
U-961,64.516667,-3.316667,The Atlantic ocean,Sunk,1944-03-29
U-962,45.716667,-19.95,The Atlantic ocean,Sunk,1944-04-08
U-963,39.6,-9.083333,The Atlantic ocean,Scuttled,1945-05-20
U-964,57.45,-28.283333,The Atlantic ocean,Sunk,1943-10-16
U-965,39.6,-9.083333,The Atlantic ocean,Sunk,1945-03-30
U-966,43.768889,-7.633333,The Atlantic ocean,Sunk,1943-11-10
U-967,43.116667,5.916667,The Mediterranean Sea,Scuttled,1944-08-19
U-968,68.454308,17.393468,The Norwegian Sea,Surrendered,1945-05-09
U-969,43.116667,5.916667,The Mediterranean Sea,Sunk,1944-08-06
U-970,45.25,-4.166667,The Atlantic ocean,Sunk,1944-06-08
U-971,49.016667,-5.883333,The Atlantic ocean,Sunk,1944-06-24
U-972,60.5,-20.0,The Atlantic ocean,Missing,1943-12-15
U-973,70.666667,5.8,The Norwegian Sea,Sunk,1944-03-06
U-974,59.133333,5.383333,The North Sea,Sunk,1944-04-19
U-975,59.42135,10.531852,The North Sea,Surrendered,1945-05-09
U-976,46.5,-2.41,The Atlantic ocean,Sunk,1944-03-25
U-977,-37.994782,-57.536151,The Atlantic ocean,Surrendered,1945-08-17
U-978,63.448046,10.37828,The Norwegian Sea,Surrendered,1945-05-09
U-979,54.633333,8.383333,The North Sea,Scuttled,1945-05-24
U-980,63.116667,0.433333,The Norwegian Sea,Sunk,1944-06-11
U-981,46.15,-1.583333,The Atlantic ocean,Sunk,1944-08-12
U-982,53.535,9.850833,The North Sea,Sunk,1945-04-09
U-983,54.933333,17.233333,The Baltic Sea,Sunk,1943-09-08
U-984,50.0622,-0.54,The English channel,Sunk,1944-08-02
U-985,58.141998,8.004285,The North Sea,Stricken,1944-11-15
U-986,51.5,-20.0,The Atlantic ocean,Missing,1944-04-10
U-987,68.016667,5.133333,The Norwegian Sea,Sunk,1944-06-15
U-988,50.0217,-2.995,The English channel,Sunk,1944-06-22
U-989,61.6,-1.583333,The Norwegian Sea,Sunk,1945-02-14
U-990,65.083333,7.466667,The Norwegian Sea,Sunk,1944-05-25
U-991,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-992,68.449416,17.417615,The Norwegian Sea,Surrendered,1945-05-09
U-993,60.392,5.2922,The Norwegian Sea,Sunk,1944-10-04
U-994,63.445978,10.411729,The Norwegian Sea,Surrendered,1945-05-09
U-995,63.445978,10.411729,The Norwegian Sea,Surrendered,1945-05-09
U-997,68.449416,17.417615,The Norwegian Sea,Surrendered,1945-05-09
U-998,60.390692,5.297793,The North Sea,Broken up,1944-06-27
U-999,54.812649,9.444936,The Baltic Sea,Scuttled,1945-05-05
U-1000,54.836595,18.331462,The Baltic Sea,Broken up,1945-03-01
U-1001,49.316667,-10.383333,The Atlantic ocean,Sunk,1945-04-08
U-1002,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1003,55.633333,-7.433333,The Atlantic ocean,Scuttled,1945-03-25
U-1004,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1005,60.390692,5.297793,The North Sea,Surrendered,1945-05-14
U-1006,60.983333,-4.816667,The Norwegian Sea,Sunk,1944-10-16
U-1007,53.9,10.833333,The Baltic Sea,Scuttled,1945-05-02
U-1008,56.233333,10.85,The Baltic Sea,Scuttled,1945-05-06
U-1009,58.496886,-4.684022,The Atlantic ocean,Surrendered,1945-05-10
U-1010,58.496886,-4.684022,The Atlantic ocean,Surrendered,1945-05-14
U-1013,54.35,13.916667,The Baltic Sea,Sunk,1944-03-17
U-1014,55.283333,-6.733333,The Atlantic ocean,Sunk,1945-02-04
U-1015,55.15,19.183333,The Baltic Sea,Sunk,1945-05-14
U-1016,54.814809,9.752395,The Baltic Sea,Scuttled,1945-05-05
U-1017,56.067,11.1,The Atlantic ocean,Sunk,1945-04-29
U-1018,49.916667,-5.366667,The Atlantic ocean,Sunk,1945-02-27
U-1019,63.436101,10.386016,The Norwegian Sea,Surrendered,1945-05-09
U-1020,56.535278,-1.301944,The North Sea,Sunk,1945-01-09
U-1021,50.555,-5.193333,The Atlantic ocean,Sunk,1945-03-14
U-1022,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1023,50.578074,-2.447233,The English channel,Surrendered,1945-05-10
U-1024,53.613761,-5.198741,The Atlantic ocean,Captured,1945-04-12
U-1025,54.816786,9.784173,The Baltic Sea,Scuttled,1945-05-05
U-1051,53.65,-5.383333,The Atlantic ocean,Sunk,1945-01-26
U-1052,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1053,60.428424,5.26335,The North Sea,Sunk,1945-02-15
U-1054,54.330689,10.156145,The Baltic Sea,Stricken,1944-09-16
U-1055,52.428922,-11.347736,The Atlantic ocean,Missing,1945-04-23
U-1056,54.809393,9.821474,The Baltic Sea,Scuttled,1945-05-05
U-1057,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1058,58.496886,-4.684022,The Atlantic ocean,Surrendered,1945-05-10
U-1059,13.166667,-33.733333,The Atlantic ocean,Sunk,1944-03-19
U-1060,65.4,12.0,The Norwegian Sea,Run aground,1944-10-27
U-1061,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1062,11.6,-34.733333,The Atlantic ocean,Sunk,1944-09-30
U-1063,50.148333,-3.89,The English channel,Sunk,1945-04-15
U-1064,63.436101,10.386016,The Norwegian Sea,Surrendered,1945-05-09
U-1065,57.8,11.433333,The North Sea,Sunk,1945-04-09
U-1101,54.761403,9.860487,The Baltic Sea,Scuttled,1945-05-05
U-1102,54.324491,10.676938,The Baltic Sea,Surrendered,1945-05-13
U-1103,53.879116,8.70138,The North Sea,Surrendered,1945-05-05
U-1104,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1105,58.496886,-4.684022,The Atlantic ocean,Surrendered,1945-05-10
U-1106,61.766667,-2.266667,The Norwegian Sea,Sunk,1945-03-29
U-1107,48.0,-6.5,The Atlantic ocean,Sunk,1945-04-30
U-1108,59.285862,10.544334,The North Sea,Surrendered,1945-05-09
U-1109,58.496886,-4.684022,The Atlantic ocean,Surrendered,1945-05-12
U-1110,54.963703,8.376812,The North Sea,Surrendered,1945-05-14
U-1131,53.542569,9.907424,The North Sea,Sunk,1945-03-30
U-1132,54.830567,9.421345,The Baltic Sea,Scuttled,1945-05-05
U-1161,54.830567,9.421345,The Baltic Sea,Scuttled,1945-05-05
U-1162,54.760046,9.863418,The Baltic Sea,Scuttled,1945-05-05
U-1163,58.139544,8.012641,The North Sea,Surrendered,1945-05-09
U-1164,54.328465,10.157183,The Baltic Sea,Sunk,1944-07-24
U-1165,68.449211,17.417211,The Norwegian Sea,Surrendered,1945-05-09
U-1166,54.327849,10.165824,The Baltic Sea,Scuttled,1945-05-03
U-1167,53.540598,9.889009,The North Sea,Sunk,1945-03-30
U-1168,54.883333,9.616667,The Baltic Sea,Scuttled,1945-05-04
U-1169,49.966667,-5.416667,The Atlantic ocean,Sunk,1945-03-29
U-1170,53.983333,10.933333,The Baltic Sea,Scuttled,1945-05-02
U-1171,58.985619,5.713489,The North Sea,Surrendered,1945-05-09
U-1172,52.4,-5.7,The Atlantic ocean,Sunk,1945-01-27
U-1191,50.05,-2.983333,The English channel,Sunk,1944-07-03
U-1192,54.327849,10.165824,The Baltic Sea,Scuttled,1945-05-03
U-1193,54.768841,9.84677,The Baltic Sea,Scuttled,1945-05-05
U-1194,53.873672,8.716411,The North Sea,Surrendered,1945-05-09
U-1195,50.556183,-0.938281,The English channel,Sunk,1945-04-07
U-1196,53.963586,10.895968,The Baltic Sea,Scuttled,1945-05-02
U-1197,53.556902,8.547968,The North Sea,Captured,1945-05-01
U-1198,53.873672,8.716411,The North Sea,Surrendered,1945-05-08
U-1199,49.95,-5.7,The Atlantic ocean,Sunk,1945-01-21
U-1200,50.045,2.017,The English channel,Sunk,1944-11-12
U-1201,53.540598,9.889009,The North Sea,Scuttled,1945-05-03
U-1202,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1203,63.436101,10.386016,The Norwegian Sea,Surrendered,1945-05-09
U-1204,54.768841,9.84677,The Baltic Sea,Scuttled,1945-05-05
U-1205,54.327849,10.165824,The Baltic Sea,Scuttled,1945-05-03
U-1206,57.35,-1.65,The North Sea,Scuttled,1945-04-14
U-1207,54.768841,9.84677,The Baltic Sea,Scuttled,1945-05-05
U-1208,49.85,-6.1,The Atlantic ocean,Sunk,1945-02-24
U-1209,49.511539,-5.598301,The Atlantic ocean,Scuttled,1944-12-18
U-1210,54.466667,9.85,The Baltic Sea,Sunk,1945-05-03
U-1221,54.333333,10.166667,The Baltic Sea,Sunk,1945-04-03
U-1222,46.516667,-5.483333,The Atlantic ocean,Sunk,1944-07-11
U-1223,53.551888,8.557147,The North Sea,Scuttled,1945-05-05
U-1224,18.133056,-33.216389,The Atlantic ocean,Sunk,1944-05-13
U-1225,63.0,-0.833333,The Norwegian Sea,Sunk,1944-06-24
U-1226,56.5,-20.0,The Atlantic ocean,Missing,1944-10-23
U-1227,54.327849,10.165824,The Baltic Sea,Scuttled,1945-05-03
U-1228,43.054477,-70.715867,The Atlantic ocean,Surrendered,1945-05-17
U-1229,42.333333,-51.65,The Atlantic ocean,Sunk,1944-08-20
U-1230,54.177091,7.903793,The North Sea,Surrendered,1945-05-05
U-1231,58.488956,-4.688765,The Atlantic ocean,Surrendered,1945-05-13
U-1232,53.536854,8.554042,The North Sea,Captured,1945-05-03
U-1233,55.554102,9.857845,The Baltic Sea,Surrendered,1945-05-05
U-1234,54.802381,9.441039,The Baltic Sea,Scuttled,1945-05-05
U-1235,42.9,-30.416667,The Atlantic ocean,Sunk,1945-04-15
U-1271,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1272,60.390692,5.297793,The North Sea,Surrendered,1945-05-10
U-1273,59.4,10.533333,The North Sea,Sunk,1945-02-17
U-1274,55.6,-1.4,The North Sea,Sunk,1945-04-16
U-1275,54.327849,10.165824,The Baltic Sea,Scuttled,1945-05-03
U-1276,51.8,-7.116667,The Atlantic ocean,Sunk,1945-02-20
U-1277,41.180839,-8.701994,The Atlantic ocean,Scuttled,1945-06-03
U-1278,61.533333,1.6,The North Sea,Sunk,1945-02-17
U-1279,49.766667,-5.783333,The Atlantic ocean,Sunk,1945-02-27
U-1301,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1302,52.316667,-5.383333,The Atlantic ocean,Sunk,1945-03-07
U-1303,54.802381,9.441039,The Baltic Sea,Scuttled,1945-05-05
U-1304,54.802381,9.441039,The Baltic Sea,Scuttled,1945-05-05
U-1305,58.488956,-4.688765,The Atlantic ocean,Surrendered,1945-05-10
U-1306,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-1307,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-1308,54.175755,12.089201,The Baltic Sea,Scuttled,1945-05-01
U-1405,54.465255,9.853445,The Baltic Sea,Scuttled,1945-05-05
U-1406,53.881565,8.704651,The North Sea,Surrendered,1945-05-05
U-1407,53.881565,8.704651,The North Sea,Surrendered,1945-05-05
U-2321,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2322,58.972752,5.738923,The North Sea,Surrendered,1945-05-09
U-2323,54.383333,10.183333,The Baltic Sea,Sunk,1944-07-26
U-2324,58.972752,5.738923,The North Sea,Surrendered,1945-05-09
U-2325,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2326,56.459705,-2.953289,The North Sea,Surrendered,1945-05-14
U-2327,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-02
U-2328,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-2329,58.972752,5.738923,The North Sea,Surrendered,1945-05-09
U-2330,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2331,54.431517,18.689599,The Baltic Sea,Sunk,1944-10-10
U-2332,53.540927,9.892641,The North Sea,Scuttled,1945-05-03
U-2333,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2334,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2335,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2336,54.327994,10.151904,The Baltic Sea,Surrendered,1945-05-15
U-2337,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2338,55.566667,9.816667,The Baltic Sea,Sunk,1945-05-04
U-2339,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2340,53.541472,9.912868,The North Sea,Sunk,1945-03-30
U-2341,53.881565,8.704651,The North Sea,Surrendered,1945-05-05
U-2342,54.016667,14.333333,The Baltic Sea,Sunk,1944-12-26
U-2343,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2344,54.266667,11.808333,The Baltic Sea,Sunk,1945-02-18
U-2345,58.972752,5.738923,The North Sea,Surrendered,1945-05-09
U-2346,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2347,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2348,58.972752,5.738923,The North Sea,Surrendered,1945-05-09
U-2349,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2350,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2351,54.809191,9.448864,The Baltic Sea,Surrendered,1945-05-05
U-2352,54.906228,9.89239,The Baltic Sea,Scuttled,1945-05-05
U-2353,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2354,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2355,54.401111,10.2,The Baltic Sea,Scuttled,1945-05-03
U-2356,53.881565,8.704651,The North Sea,Surrendered,1945-05-05
U-2357,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2358,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2359,57.483333,11.4,The North Sea,Sunk,1945-05-02
U-2360,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2361,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2362,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2363,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2364,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2365,11.816667,11.816667,The North Sea,Scuttled,1945-05-08
U-2366,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2367,55.0,11.0,The Baltic Sea,Sunk,1945-05-05
U-2368,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2369,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2371,53.540733,9.889961,The North Sea,Scuttled,1945-05-03
U-2501,53.540733,9.889961,The North Sea,Scuttled,1945-05-03
U-2502,59.429624,10.472538,The North Sea,Surrendered,1945-05-09
U-2503,55.15,11.133333,The Baltic Sea,Scuttled,1945-05-04
U-2504,53.540733,9.889961,The North Sea,Scuttled,1945-05-03
U-2505,53.528611,9.952222,The North Sea,Buried,1945-05-03
U-2506,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-2507,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2508,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2509,53.539541,9.875964,The North Sea,Sunk,1945-04-08
U-2510,53.953415,10.860529,The Baltic Sea,Scuttled,1945-05-02
U-2511,60.390692,5.297793,The North Sea,Surrendered,1945-05-09
U-2512,54.463713,9.859868,The Baltic Sea,Scuttled,1945-05-03
U-2513,59.429624,10.472538,The North Sea,Surrendered,1945-05-09
U-2514,53.524176,9.892292,The North Sea,Sunk,1945-04-08
U-2515,53.524176,9.892292,The North Sea,Sunk,1945-01-17
U-2516,54.329238,10.150682,The Baltic Sea,Sunk,1945-04-09
U-2517,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2518,59.429624,10.472538,The North Sea,Surrendered,1945-05-09
U-2519,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2520,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2521,54.816667,9.833333,The Baltic Sea,Sunk,1945-05-03
U-2522,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2523,53.533632,9.964226,The North Sea,Sunk,1945-01-17
U-2524,54.433333,11.65,The Baltic Sea,Scuttled,1945-05-03
U-2525,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2526,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2527,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2528,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2529,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-2530,53.534023,9.938879,The North Sea,Sunk,1945-02-20
U-2531,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2533,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-2534,54.435556,11.65,The Baltic Sea,Scuttled,1945-05-03
U-2535,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2536,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-2538,54.884722,10.251944,The Baltic Sea,Scuttled,1945-05-08
U-2539,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2540,55.468486,8.4315,The North Sea,Scuttled,1945-05-04
U-2541,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-2542,54.328034,10.165785,The Baltic Sea,Sunk,1945-05-03
U-2543,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2544,56.101389,10.4525,The Baltic Sea,Scuttled,1945-05-05
U-2545,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2546,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2548,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-2551,54.817,9.467,The Baltic Sea,Run aground,1945-05-05
U-2552,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3001,53.58301,8.442862,The North Sea,Scuttled,1945-05-03
U-3002,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3003,54.328034,10.165785,The Baltic Sea,Sunk,1945-05-03
U-3004,53.528611,9.952222,The North Sea,Buried,1945-05-03
U-3005,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3006,53.503455,8.138952,The North Sea,Scuttled,1945-05-01
U-3007,53.119978,8.701081,The North Sea,Sunk,1945-02-24
U-3008,54.326845,10.148409,The Baltic Sea,Surrendered,1945-05-11
U-3009,53.60267,8.456228,The North Sea,Scuttled,1945-05-01
U-3010,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3011,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3012,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3013,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3014,54.087061,10.812666,The Baltic Sea,Scuttled,1945-05-03
U-3015,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3016,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3017,59.432656,10.471308,The North Sea,Surrendered,1945-05-09
U-3018,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3019,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3020,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3021,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3022,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3023,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3024,54.087061,10.812666,The Baltic Sea,Scuttled,1945-05-03
U-3025,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3026,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3027,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3028,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3029,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3030,54.502222,10.100556,The Baltic Sea,Scuttled,1945-05-08
U-3031,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3032,54.434722,11.533889,The Baltic Sea,Sunk,1945-05-03
U-3033,54.82745,9.426289,The Baltic Sea,Scuttled,1945-05-04
U-3034,54.82745,9.426289,The Baltic Sea,Scuttled,1945-05-04
U-3035,58.947065,5.759671,The North Sea,Surrendered,1945-05-09
U-3037,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3038,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3039,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3040,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3041,59.432656,10.471308,The North Sea,Surrendered,1945-05-09
U-3044,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3501,53.500418,8.508119,The North Sea,Scuttled,1945-05-01
U-3502,53.544953,9.845074,The North Sea,Stricken,1945-05-03
U-3503,57.65,11.733333,The North Sea,Scuttled,1945-05-08
U-3504,53.503455,8.138952,The North Sea,Scuttled,1945-05-02
U-3505,54.328034,10.165785,The Baltic Sea,Sunk,1945-04-03
U-3506,53.528611,9.952222,The North Sea,Buried,1945-05-03
U-3507,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3508,53.503455,8.138952,The North Sea,Sunk,1945-03-04
U-3509,52.518188,9.084702,River Weser,Scuttled,1945-05-03
U-3510,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3511,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3512,54.328034,10.165785,The Baltic Sea,Sunk,1945-04-08
U-3513,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-03
U-3514,60.392303,5.296499,The North Sea,Surrendered,1945-05-09
U-3515,59.432656,10.471308,The North Sea,Surrendered,1945-05-09
U-3516,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3517,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3518,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3519,54.183333,12.083333,The Baltic Sea,Sunk,1945-03-02
U-3520,54.466667,10.2,The Baltic Sea,Sunk,1945-01-31
U-3521,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3522,53.953271,10.859286,The Baltic Sea,Scuttled,1945-05-02
U-3523,57.866667,10.816667,The North Sea,Sunk,1945-05-06
U-3524,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3525,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-3526,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3527,53.500418,8.508119,The North Sea,Scuttled,1945-05-05
U-3528,53.500418,8.508119,The North Sea,Scuttled,1945-05-05
U-3529,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-3530,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-4701,54.890739,9.923523,The Baltic Sea,Scuttled,1945-05-05
U-4702,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-4703,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-4704,54.890739,9.923523,The Baltic Sea,Scuttled,1945-05-05
U-4705,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
U-4706,58.105611,7.981374,The North Sea,Surrendered,1945-05-09
U-4707,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-4709,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-04
U-4710,54.758655,9.8671,The Baltic Sea,Scuttled,1945-05-05
U-4711,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-04
U-4712,54.328034,10.165785,The Baltic Sea,Scuttled,1945-05-03
