Name,latitude,longitude,Ocean,Fate,Date
U-401,50.45,-19.833333,The Atlantic ocean,Sunk,1941-08-03
U-402,48.9333,-29.6833,The Atlantic ocean,Sunk,1943-10-13
U-403,13.42,-17.36,The Atlantic ocean,Sunk,1943-08-18
U-404,45.53,-9.25,The Atlantic ocean,Sunk,1943-07-28
U-405,49.0,-31.14,The Atlantic ocean,Sunk,1943-11-01
U-406,48.533333,-23.6,The Atlantic ocean,Sunk,1944-02-18
U-407,36.45,24.55,The Mediterranean Sea,Sunk,1944-09-19
U-408,67.4,-18.32,The Atlantic ocean,Sunk,1942-11-05
U-409,37.2,4.0,The Mediterranean Sea,Sunk,1943-07-12
U-410,43.07,5.55,The Mediterranean Sea,Sunk,1944-03-11
U-411,36.0,-9.883333,The Atlantic ocean,Sunk,1942-11-13
U-412,63.916667,0.4,The Atlantic ocean,Sunk,1942-10-22
U-413,50.35,-0.016667,The English channel,Sunk,1944-08-20
U-414,36.31,0.4,The Mediterranean Sea,Sunk,1943-05-25
U-415,48.4,-4.5,The Atlantic ocean,Sunk,1944-07-14
U-416,54.51,14.35,The Baltic Sea,Sunk,1944-12-12
U-417,63.333333,-10.5,The Atlantic ocean,Sunk,1943-06-11
U-418,47.083333,-8.916667,The Atlantic ocean,Sunk,1943-05-30
U-419,56.31,-27.05,The Atlantic ocean,Sunk,1943-10-08
U-420,48.0,-21.0,The Atlantic ocean,Missing,1943-10-20
U-421,43.07,5.55,The Mediterranean Sea,Sunk,1944-04-29
U-422,43.13,-28.58,The Atlantic ocean,Sunk,1943-10-04
U-423,63.06,2.05,The Atlantic ocean,Sunk,1944-06-17
U-424,50.0,-18.14,The Atlantic ocean,Sunk,1944-02-11
U-425,69.39,35.5,The Barents Sea,Sunk,1945-02-17
U-426,46.7833,-10.7,The Atlantic ocean,Sunk,1944-01-08
U-427,68.45515,17.439119,The Norwegian Sea,Surrendered,1945-05-09
U-428,54.3167,9.6667,The Baltic Sea,Scuttled,1945-05-05
U-429,53.567705,8.166849,The Atlantic ocean,Sunk,1945-03-30
U-430,53.111043,8.730858,The Baltic Sea,Sunk,1945-03-30
U-431,37.383333,0.583333,The Mediterranean Sea,Sunk,1943-10-21
U-432,51.5833,-28.3333,The Atlantic ocean,Sunk,1943-03-11
U-433,36.216667,-4.7,The Mediterranean Sea,Sunk,1941-11-16
U-434,36.25,-15.8,The Atlantic ocean,Sunk,1941-12-18
U-435,39.3333,-13.0,The Atlantic ocean,Sunk,1943-07-09
U-436,43.8167,-15.9333,The Atlantic ocean,Sunk,1943-05-26
U-437,60.392054,5.260273,The North Sea,Stricken,1944-10-05
U-438,52.0,-45.1,The Atlantic ocean,Sunk,1943-05-06
U-439,43.533333,-13.333333,The Atlantic ocean,Sunk,1943-05-04
U-440,44.821911,-12.835692,The Atlantic ocean,Sunk,1943-05-31
U-441,49.6167,-3.6833,The English channel,Sunk,1944-06-30
U-442,37.5333,-11.9333,The Atlantic ocean,Sunk,1943-02-12
U-443,36.916667,2.416667,The Mediterranean Sea,Sunk,1943-02-23
U-444,51.233333,-29.3,The Atlantic ocean,Sunk,1943-03-11
U-445,47.35,-5.8333,The Atlantic ocean,Sunk,1944-08-24
U-446,54.45,18.9167,The Baltic Sea,Scuttled,1945-05-03
U-447,35.5,-11.9167,The Atlantic ocean,Sunk,1943-05-07
U-448,46.3667,-19.5833,The Atlantic ocean,Sunk,1944-04-14
U-449,45.0,-11.983333,The Atlantic ocean,Sunk,1943-06-24
U-450,41.183333,12.45,The Mediterranean Sea,Sunk,1944-03-10
U-451,35.916667,-6.133333,The Atlantic ocean,Sunk,1941-12-21
U-452,61.5,-15.5,The Atlantic ocean,Sunk,1941-08-25
U-453,38.216667,16.5,The Mediterranean Sea,Sunk,1944-05-21
U-454,45.6,-10.3833,The Atlantic ocean,Sunk,1943-08-01
U-455,44.31,9.048333,The Mediterranean Sea,Sunk,1944-04-05
U-456,46.65,-26.9,The Atlantic ocean,Sunk,1943-05-12
U-457,75.0833,43.25,The Barents Sea,Sunk,1942-09-16
U-458,36.416667,12.65,The Mediterranean Sea,Sunk,1943-08-22
U-459,45.8833,-10.6333,The Atlantic ocean,Sunk,1943-07-24
U-460,43.3,-28.966667,The Atlantic ocean,Sunk,1943-10-04
U-461,45.55,-10.8,The Atlantic ocean,Sunk,1943-07-30
U-462,45.55,-10.966667,The Atlantic ocean,Sunk,1943-07-30
U-463,45.95,-11.666667,The Atlantic ocean,Sunk,1943-05-16
U-464,61.416667,-14.666667,The Atlantic ocean,Sunk,1942-08-20
U-465,44.8,-8.9667,The Atlantic ocean,Sunk,1943-05-02
U-466,43.0833,5.9333,The Mediterranean Sea,Scuttled,1944-08-19
U-467,62.4167,-14.8667,The Atlantic ocean,Sunk,1943-05-25
U-468,12.333333,-20.116667,The Atlantic ocean,Sunk,1943-08-11
U-469,62.2,16.666667,The Atlantic ocean,Sunk,1943-03-25
U-470,58.3333,-29.3333,The Atlantic ocean,Sunk,1943-10-16
U-471,43.116667,5.916667,The Mediterranean Sea,Sunk,1944-08-06
U-472,73.0833,26.6667,The Barents Sea,Sunk,1944-03-04
U-473,49.483333,-21.366667,The Atlantic ocean,Sunk,1944-05-06
U-475,54.373789,10.176135,The Baltic Sea,Scuttled,1945-05-03
U-476,65.1333,4.8833,The Atlantic ocean,Scuttled,1944-05-25
U-477,63.9833,1.6167,The Atlantic ocean,Sunk,1944-06-03
U-478,63.45,-0.8333,The Atlantic ocean,Sunk,1944-06-30
U-479,59.333333,23.166667,The Baltic Sea,Sunk,1944-11-27
U-480,50.367778,-1.736111,The English channel,Sunk,1945-01-29
U-481,68.45515,17.439119,The Norwegian Sea,Surrendered,1945-05-09
U-482,60.3,-4.8667,The Atlantic ocean,Sunk,1944-11-25
U-483,63.437945,10.380543,The Norwegian Sea,Surrendered,1945-05-09
U-484,55.75,-11.6833,The Atlantic ocean,Sunk,1944-09-09
U-485,36.142354,-5.372359,The Mediterranean Sea,Surrendered,1945-05-12
U-486,60.733333,4.65,The North Sea,Sunk,1945-04-12
U-487,27.25,-34.3,The Atlantic ocean,Sunk,1943-07-13
U-488,17.9,-38.083333,The Atlantic ocean,Sunk,1944-04-26
U-489,61.183333,-14.633333,The Atlantic ocean,Sunk,1943-08-04
U-490,42.783333,-40.133333,The Atlantic ocean,Sunk,1944-06-12
U-501,62.833333,-37.833333,The Atlantic ocean,Sunk,1941-09-10
U-502,46.166667,-6.666667,The Atlantic ocean,Sunk,1942-07-06
U-503,45.833333,-48.833333,The Atlantic ocean,Sunk,1942-03-15
U-504,45.55,-10.933333,The Atlantic ocean,Sunk,1943-07-30
U-505,21.5,-19.3333,The Atlantic ocean,Captured,1944-06-04
U-506,42.5,-16.5,The Atlantic ocean,Sunk,1943-07-12
U-507,1.633333,-39.866667,The Atlantic ocean,Sunk,1943-01-13
U-508,46.0,-7.5,The Atlantic ocean,Sunk,1943-11-12
U-509,34.033333,-26.016667,The Atlantic ocean,Sunk,1943-07-15
U-510,47.288719,-2.08656,The Atlantic ocean,Captured,1945-05-10
U-511,35.681905,135.387964,The Sea of Japan,Surrendered,1945-08-01
U-512,6.833333,-52.416667,The Atlantic ocean,Sunk,1942-01-02
U-513,-27.283333,-47.533333,The Atlantic ocean,Sunk,1943-07-19
U-514,43.6167,-8.9833,The Atlantic ocean,Sunk,1943-07-08
U-515,34.583,-19.3,The Atlantic ocean,Sunk,1944-04-09
U-516,56.1,-9.0,The Atlantic ocean,Surrendered,1945-05-14
U-517,46.266667,-17.15,The Atlantic ocean,Sunk,1942-11-21
U-518,43.433333,-38.383333,The Atlantic ocean,Sunk,1945-04-22
U-519,47.106434,-4.142203,The Atlantic ocean,Missing,1943-01-31
U-520,47.783333,-49.833333,The Atlantic ocean,Sunk,1942-10-30
U-521,37.7167,-73.2667,The Atlantic ocean,Sunk,1943-06-02
U-522,31.45,-26.366667,The Atlantic ocean,Sunk,1943-02-23
U-523,42.05,-18.033333,The Atlantic ocean,Sunk,1943-08-25
U-524,30.25,-18.216667,The Atlantic ocean,Sunk,1943-03-22
U-525,-6.2,111.28,The Indian Ocean,Sunk,1943-08-11
U-526,-6.2,111.28,The Indian Ocean,Sunk,1943-04-14
U-527,32.25,-27.9333,The Atlantic ocean,Sunk,1943-07-23
U-528,46.916667,-14.733333,The Atlantic ocean,Sunk,1943-05-11
U-529,55.75,-31.15,The Atlantic ocean,Sunk,1943-02-15
U-530,-38.039083,-57.516835,The Atlantic ocean,Surrendered,1945-07-10
U-531,52.8,-45.3,The Atlantic ocean,Sunk,1943-05-06
U-532,56.133333,-10.116667,The Atlantic ocean,Surrendered,1945-05-13
U-533,25.466667,56.833333,The Persian Gulf,Sunk,1943-10-16
U-534,56.75,11.8667,The Baltic Sea,Sunk,1945-05-05
U-535,43.633333,-9.216667,The Atlantic ocean,Sunk,1943-07-05
U-536,43.833333,-19.65,The Atlantic ocean,Sunk,1943-11-20
U-537,-7.216667,115.283333,The Indian Ocean,Sunk,1944-11-10
U-538,45.666667,-19.583333,The Atlantic ocean,Sunk,1943-11-21
U-539,60.188926,5.221883,The North Sea,Surrendered,1945-05-09
U-540,58.633333,-31.933333,The Atlantic ocean,Sunk,1943-10-17
U-541,36.124289,-5.374318,The Mediterranean Sea,Surrendered,1945-05-12
U-542,39.5833,-19.85,The Atlantic ocean,Sunk,1943-11-28
U-543,25.566667,-21.6,The Atlantic ocean,Sunk,1944-07-02
U-544,40.5,37.333333,The Atlantic ocean,Sunk,1944-01-16
U-545,58.2833,-13.3667,The Atlantic ocean,Scuttled,1944-02-10
U-546,43.883333,-40.116667,The Atlantic ocean,Sunk,1945-04-24
U-547,45.216878,-0.729426,The Atlantic ocean,Scuttled,1944-12-31
U-548,42.3167,-61.75,The Atlantic ocean,Sunk,1945-04-19
U-549,31.216667,-23.05,The Atlantic ocean,Sunk,1944-05-29
U-550,40.15,-69.733333,The Atlantic ocean,Sunk,1944-04-16
U-551,62.616667,-16.783333,The Atlantic ocean,Sunk,1941-03-23
U-552,53.55079,8.190102,The North Sea,Scuttled,1945-05-05
U-553,48.25,-15.5833,The Atlantic ocean,Missing,1943-01-20
U-554,53.85,8.166667,The North Sea,Scuttled,1945-05-05
U-555,53.534137,9.819965,The North Sea,Surrendered,1945-05-03
U-556,60.4,-20.0,The Atlantic ocean,Sunk,1941-06-27
U-557,35.31,23.19,The Mediterranean Sea,Sunk,1941-12-16
U-558,45.166667,-9.7,The Atlantic ocean,Sunk,1943-07-20
U-559,32.5,33.0,The Mediterranean Sea,Sunk,1942-10-30
U-560,54.345992,10.162667,The Baltic Sea,Scuttled,1945-05-03
U-561,38.2667,15.65,The Mediterranean Sea,Sunk,1943-07-12
U-562,32.95,20.9,The Mediterranean Sea,Sunk,1943-02-19
U-563,46.583333,-10.666667,The Atlantic ocean,Sunk,1943-05-31
U-564,44.2833,-10.4167,The Atlantic ocean,Sunk,1943-06-14
U-565,37.9833,23.5667,The Mediterranean Sea,Scuttled,1944-09-30
U-566,41.2,-9.516667,The Atlantic ocean,Scuttled,1943-10-24
U-567,44.0333,-20.1667,The Atlantic ocean,Sunk,1941-12-21
U-568,32.7,24.8833,The Mediterranean Sea,Sunk,1942-05-28
U-569,50.6667,-35.35,The Atlantic ocean,Scuttled,1943-05-22
U-570,62.25,-18.5833,The Atlantic ocean,Captured,1941-08-27
U-571,52.683333,-14.45,The Atlantic ocean,Sunk,1944-01-28
U-572,11.583333,-54.083333,The Atlantic ocean,Sunk,1943-08-03
U-573,37.0,-1.0,The Mediterranean Sea,Sold to Spain,1942-08-02
U-574,38.2,-17.3833,The Atlantic ocean,Sunk,1941-12-19
U-575,46.3,-27.5667,The Atlantic ocean,Sunk,1944-03-13
U-576,34.85,-75.3667,The Atlantic ocean,Sunk,1942-07-15
U-577,32.666667,25.8,The Mediterranean Sea,Sunk,1942-01-15
U-578,45.927587,-4.179977,The Atlantic ocean,Missing,1942-08-06
U-579,56.1783,11.0667,The North Sea,Sunk,1945-05-05
U-580,55.75,20.6667,The Baltic Sea,Sunk,1941-11-11
U-581,38.4,-28.5,The Atlantic ocean,Sunk,1942-02-02
U-582,58.8667,-21.7,The Atlantic ocean,Sunk,1942-10-05
U-583,55.3083,16.8917,The Baltic Sea,Sunk,1941-11-15
U-584,49.233333,-31.916667,The Atlantic ocean,Sunk,1943-10-31
U-585,70.0,34.0,The Barents Sea,Sunk,1942-03-30
U-586,43.1167,5.9167,The Mediterranean Sea,Sunk,1944-07-05
U-587,47.35,-21.65,The Atlantic ocean,Sunk,1942-03-27
U-588,49.9833,-36.6,The Atlantic ocean,Sunk,1942-07-31
U-589,75.6667,20.5333,The Barents Sea,Sunk,1942-09-14
U-590,3.3667,-48.6333,The Atlantic ocean,Sunk,1943-07-09
U-591,-8.6,-34.5667,The Atlantic ocean,Sunk,1943-07-30
U-592,50.3333,-17.4833,The Atlantic ocean,Sunk,1944-01-31
U-593,37.6333,5.9667,The Mediterranean Sea,Sunk,1943-12-13
U-594,36.0333,-10.4667,The Atlantic ocean,Sunk,1943-06-05
U-595,36.633333,0.5,The Mediterranean Sea,Sunk,1942-11-14
U-596,37.983333,23.566667,The Mediterranean Sea,Scuttled,1944-09-30
U-597,56.8333,-28.0833,The Atlantic ocean,Sunk,1942-10-12
U-598,-4.083333,-33.383333,The Atlantic ocean,Sunk,1943-07-23
U-599,46.1167,-17.6667,The Atlantic ocean,Sunk,1942-10-24
U-600,40.516667,-22.116667,The Atlantic ocean,Sunk,1943-11-25
U-601,70.433333,12.666667,The Barents Sea,Sunk,1944-02-25
U-602,36.833333,-0.0,The Mediterranean Sea,Missing,1943-04-19
U-603,48.95,-23.75,The Atlantic ocean,Missing,1944-02-19
U-604,-4.25,-21.3333,The Atlantic ocean,Scuttled,1943-08-11
U-605,36.333333,-1.016667,The Mediterranean Sea,Sunk,1942-11-14
U-606,47.733333,-33.716667,The Atlantic ocean,Sunk,1943-02-22
U-607,45.033333,-9.233333,The Atlantic ocean,Sunk,1943-07-13
U-608,46.5,-3.133333,The Atlantic ocean,Scuttled,1944-08-10
U-609,54.933333,-28.183333,The Atlantic ocean,Sunk,1943-02-06
U-610,55.75,-24.55,The Atlantic ocean,Sunk,1943-10-08
U-611,57.416667,-35.316667,The Atlantic ocean,Sunk,1942-12-08
U-612,54.1833,12.0833,The Baltic Sea,Scuttled,1945-05-01
U-613,35.533333,-28.6,The Atlantic ocean,Sunk,1943-07-23
U-614,46.7,-11.05,The Atlantic ocean,Sunk,1943-07-29
U-615,12.633333,-64.25,The Caribbean Sea,Sunk,1943-08-07
U-616,36.766667,0.866667,The Mediterranean Sea,Sunk,1944-05-17
U-617,35.633333,-3.45,The Mediterranean Sea,Sunk,1943-09-12
U-618,47.366667,-4.65,The Atlantic ocean,Sunk,1944-08-14
U-619,58.683333,-22.966667,The Atlantic ocean,Sunk,1942-10-05
U-620,39.3,-11.283333,The Atlantic ocean,Sunk,1943-02-13
U-621,45.866667,-2.6,The Atlantic ocean,Sunk,1944-08-18
U-622,63.45,10.383333,The North Sea,Sunk,1943-07-24
U-623,48.133333,-29.616667,The Atlantic ocean,Sunk,1943-02-21
U-624,55.7,-26.283333,The Atlantic ocean,Sunk,1943-02-07
U-625,52.583333,-20.316667,The Atlantic ocean,Sunk,1944-03-10
U-626,58.666667,-20.0,The Atlantic ocean,Missing,1942-12-14
U-627,59.14,-22.49,The Atlantic ocean,Sunk,1942-10-27
U-628,44.183333,-8.75,The Atlantic ocean,Sunk,1943-07-03
U-629,48.566667,-5.383333,The Atlantic ocean,Sunk,1944-06-07
U-630,52.516667,-44.833333,The Atlantic ocean,Sunk,1943-05-06
U-631,58.216667,-32.483333,The Atlantic ocean,Sunk,1943-10-17
U-632,58.033333,-28.7,The Atlantic ocean,Sunk,1943-04-06
U-633,58.35,-31.0,The Atlantic ocean,Sunk,1943-03-08
U-634,40.216667,-19.4,The Atlantic ocean,Sunk,1943-08-30
U-635,58.333333,-31.866667,The Atlantic ocean,Sunk,1943-04-05
U-636,55.833333,-10.516667,The Atlantic ocean,Sunk,1945-04-21
U-637,55.583333,-7.766667,The Atlantic ocean,Surrendered,1945-05-09
U-638,54.2,-44.083333,The Atlantic ocean,Sunk,1943-05-05
U-639,76.816667,69.7,The Barents Sea,Sunk,1943-08-28
U-640,60.533333,-31.083333,The Atlantic ocean,Sunk,1943-05-14
U-641,50.416667,-18.816667,The Atlantic ocean,Sunk,1944-01-19
U-642,43.116667,5.916667,The Mediterranean Sea,Sunk,1944-07-05
U-643,56.233333,-26.916667,The Atlantic ocean,Scuttled,1943-10-08
U-644,69.633333,-5.666667,The Norwegian Sea,Sunk,1943-04-07
U-645,49.5,-22.2,The Atlantic ocean,Missing,1943-12-12
U-646,62.166667,-14.5,The Atlantic ocean,Sunk,1943-05-17
U-647,59.891667,-2.383889,The North Sea,Missing,1943-07-28
U-648,45.15,-19.75,The Atlantic ocean,Missing,1943-11-22
U-649,55.25,17.25,The Baltic Sea,Sunk,1943-02-24
U-650,49.851667,-5.485833,The Atlantic ocean,Sunk,1945-01-07
U-651,59.866667,-18.6,The Atlantic ocean,Sunk,1941-06-29
U-652,31.916667,25.183333,The Mediterranean Sea,Scuttled,1942-06-02
U-653,53.766667,-24.583333,The Atlantic ocean,Sunk,1944-03-15
U-654,12.0,-79.933333,The Caribbean Sea,Sunk,1942-08-22
U-655,73.0,21.0,The Barents Sea,Sunk,1942-03-24
U-656,46.25,-53.25,The Atlantic ocean,Sunk,1942-03-01
U-657,58.9,-42.55,The Atlantic ocean,Sunk,1943-05-17
U-658,50.533333,-46.533333,The Atlantic ocean,Sunk,1942-10-30
U-659,43.533333,-13.333333,The Atlantic ocean,Sunk,1943-05-04
U-660,36.116667,-1.0,The Mediterranean Sea,Sunk,1942-11-12
U-661,53.7,-35.933333,The Atlantic ocean,Sunk,1942-10-15
U-662,3.933333,-48.766667,The Atlantic ocean,Sunk,1943-07-21
U-663,46.833333,-10.0,The Atlantic ocean,Sunk,1943-05-08
U-664,40.2,-37.483333,The Atlantic ocean,Sunk,1943-08-09
U-665,47.673127,-9.356885,The Atlantic ocean,Missing,1943-03-22
U-666,53.93333,-17.2667,The Atlantic ocean,Sunk,1944-02-10
U-667,46.1,-1.6,The Atlantic ocean,Sunk,1944-08-26
U-668,68.441772,17.290551,The Norwegian Sea,Surrendered,1945-05-09
U-669,45.55,-3.8333,The Atlantic ocean,Missing,1943-08-30
U-670,54.833333,19.25,The Baltic Sea,Sunk,1943-08-20
U-671,50.383333,0.1,The English channel,Sunk,1944-08-04
U-672,50.05,-2.5,The English channel,Scuttled,1944-07-18
U-673,59.283333,5.95,The North Sea,Sunk,1944-10-24
U-674,70.533333,4.616667,The Norwegian Sea,Sunk,1944-05-02
U-675,62.45,3.0667,The North Sea,Sunk,1944-05-24
U-676,59.5,23.0,The Baltic Sea,Sunk,1945-02-12
U-677,53.5433,9.855,The North Sea,Sunk,1945-05-09
U-678,50.533333,-0.383333,The English channel,Sunk,1944-07-06
U-679,59.433333,24.116667,The Baltic Sea,Sunk,1945-01-09
U-680,55.571749,9.90761,The Baltic Sea,Surrendered,1945-05-05
U-681,49.883333,-6.516667,The Atlantic ocean,Sunk,1945-03-11
U-682,53.533333,9.95,The North Sea,Sunk,1945-03-11
U-683,55.0,-12.5,The Atlantic ocean,Missing,1945-02-20
U-701,35.238833,-75.1115,The Atlantic ocean,Sunk,1942-07-07
U-702,56.566667,6.266667,The North Sea,Sunk,1942-03-31
U-703,67.685743,9.015936,The Norwegian Sea,Missing,1944-09-16
U-704,53.110577,8.733386,The North Sea,Scuttled,1945-04-30
U-705,46.7,-11.1167,The Atlantic ocean,Sunk,1942-09-03
U-706,46.25,-10.416667,The Atlantic ocean,Sunk,1943-08-02
U-707,40.516667,-20.283333,The Atlantic ocean,Sunk,1943-11-09
U-708,53.557304,8.17196,The North Sea,Scuttled,1945-05-05
U-709,49.25,-23.2333,The Atlantic ocean,Missing,1944-02-19
U-710,61.416667,-19.8,The Atlantic ocean,Sunk,1943-04-24
U-711,68.8,16.633333,The Norwegian Sea,Sunk,1945-05-04
U-712,58.131356,8.040661,The North Sea,Surrendered,1945-05-09
U-713,69.45,4.883333,The Norwegian Sea,Missing,1944-02-24
U-714,55.95,-1.95,The North Sea,Sunk,1945-03-14
U-715,62.916667,-2.983333,The Norwegian Sea,Sunk,1944-06-13
U-716,68.435598,17.209667,The Norwegian Sea,Surrendered,1945-05-09
U-717,54.816667,9.45,The Baltic Sea,Scuttled,1945-05-05
U-718,55.35,15.4,The Baltic Sea,Sunk,1943-11-18
U-719,55.55,-11.033333,The Atlantic ocean,Sunk,1944-06-26
U-720,54.182775,7.931195,The North Sea,Surrendered,1945-05-05
U-721,54.8,9.816667,The Baltic Sea,Scuttled,1945-05-05
U-722,57.15,-6.916667,The Atlantic ocean,Sunk,1945-03-27
U-731,35.9,-5.75,The Atlantic ocean,Sunk,1944-05-15
U-732,35.9,-5.866667,The Atlantic ocean,Scuttled,1943-10-31
U-733,54.8,9.8167,The Baltic Sea,Scuttled,1945-05-05
U-734,49.716667,-16.383333,The Atlantic ocean,Sunk,1944-02-09
U-735,59.467,10.478,The North Sea,Sunk,1944-12-28
U-736,47.3167,-4.2667,The Atlantic ocean,Sunk,1944-08-06
U-737,68.15,15.65,The Norwegian Sea,Sunk,1944-12-19
U-738,54.5333,18.6,The Baltic Sea,Sunk,1944-02-14
U-739,53.539327,8.187371,The North Sea,Surrendered,1945-05-13
U-740,48.45,-5.7833,The Atlantic ocean,Sunk,1944-06-08
U-741,50.033333,-0.6,The English channel,Sunk,1944-08-15
U-742,68.4,9.85,The Norwegian Sea,Sunk,1944-07-18
U-743,64.114298,4.868571,The Norwegian Sea,Missing,1944-08-22
U-744,52.0167,-22.6167,The Atlantic ocean,Sunk,1944-03-06
U-745,59.5,23.0,The Baltic Sea,Sunk,1945-01-31
U-746,54.867248,9.800798,The Baltic Sea,Scuttled,1945-05-05
U-747,53.541044,9.882015,The North Sea,Scuttled,1945-05-05
U-748,54.35,9.7667,The North Sea,Scuttled,1945-05-05
U-749,54.32798,10.166076,The Baltic Sea,Sunk,1945-04-04
U-750,54.830547,9.498659,The Baltic Sea,Scuttled,1945-05-05
U-751,45.2333,-12.3667,The Atlantic ocean,Sunk,1942-07-17
U-752,51.6667,-29.8167,The Atlantic ocean,Scuttled,1943-05-23
U-753,48.616667,-22.65,The Atlantic ocean,Sunk,1943-05-13
U-754,43.0333,-64.8667,The Atlantic ocean,Sunk,1942-07-31
U-755,39.966667,1.683333,The Mediterranean Sea,Sunk,1943-05-28
U-756,58.133333,-27.55,The Atlantic ocean,Sunk,1941-09-01
U-757,50.55,-18.05,The Atlantic ocean,Sunk,1944-01-08
U-758,54.328181,10.166078,The Baltic Sea,Stricken,1945-03-16
U-759,15.966667,-73.733333,The Caribbean Sea,Sunk,1943-07-15
U-760,42.238817,-8.737669,The Atlantic ocean,Captured,1943-09-08
U-761,35.916667,-5.75,The Atlantic ocean,Scuttled,1944-02-24
U-762,49.033333,-16.966667,The Atlantic ocean,Sunk,1944-02-08
U-763,54.7,20.533333,The Baltic Sea,Scuttled,1945-01-29
U-764,58.484931,-4.689115,The Atlantic ocean,Surrendered,1945-05-14
U-765,52.3,-28.28,The Atlantic ocean,Sunk,1944-05-06
U-766,46.184647,-1.218306,The Atlantic ocean,Stricken,1944-08-24
U-767,49.05,-3.216667,The English channel,Sunk,1944-06-18
U-768,54.5,19.25,The Baltic Sea,Sunk,1943-11-20
U-771,69.17,16.28,The Norwegian Sea,Sunk,1944-11-11
U-772,51.266667,-8.083333,The Atlantic ocean,Sunk,1944-12-17
U-773,63.449064,10.396836,The Norwegian Sea,Surrendered,1945-05-09
U-774,49.966667,-11.85,The Atlantic ocean,Sunk,1945-04-08
U-775,63.449064,10.396836,The Norwegian Sea,Surrendered,1945-05-09
U-776,50.624278,-2.427758,The English channel,Surrendered,1945-05-16
U-777,53.85,8.166667,The North Sea,Sunk,1944-10-15
U-778,60.399007,5.289456,The Norwegian Sea,Surrendered,1945-05-09
U-779,53.864076,8.733151,The North Sea,Surrendered,1945-05-05
U-792,54.19,9.43,The North Sea,Scuttled,1945-05-04
U-793,54.19,9.43,The North Sea,Scuttled,1945-05-04
U-794,54.742517,10.167037,The Baltic Sea,Scuttled,1945-05-05
U-795,54.340784,10.162799,The Baltic Sea,Scuttled,1945-05-03
U-801,16.7,-30.466667,The Atlantic ocean,Scuttled,1944-03-17
U-802,58.497194,-4.682335,The Atlantic ocean,Surrendered,1945-05-11
U-803,53.916667,14.283333,The Baltic Sea,Sunk,1944-04-27
U-804,57.966667,11.25,The North Sea,Sunk,1945-04-09
U-805,43.04724,-70.688562,The Atlantic ocean,Surrendered,1945-05-15
U-806,56.15868,10.236046,The North Sea,Surrendered,1945-05-06
U-821,48.516667,-5.183333,The Atlantic ocean,Sunk,1944-06-10
U-822,53.544902,8.557562,The North Sea,Scuttled,1945-05-05
U-825,58.497194,-4.682335,The Atlantic ocean,Surrendered,1945-05-13
U-826,58.497194,-4.682335,The Atlantic ocean,Surrendered,1945-05-11
U-827,54.815087,9.451827,The North Sea,Scuttled,1945-05-05
U-828,53.544902,8.557562,The North Sea,Scuttled,1945-05-05
U-841,59.95,-31.1,The Atlantic ocean,Scuttled,1943-10-17
U-842,43.7,-42.133333,The Atlantic ocean,Sunk,1943-11-06
U-843,57.533333,11.383333,The North Sea,Sunk,1945-04-09
U-844,58.5,-27.266667,The Atlantic ocean,Sunk,1943-10-16
U-845,48.333333,-20.55,The Atlantic ocean,Sunk,1944-03-10
U-846,46.066667,-9.333333,The Atlantic ocean,Sunk,1944-05-04
U-847,28.316667,-37.966667,The Atlantic ocean,Sunk,1943-08-27
U-848,-10.15,-18.0,The Atlantic ocean,Sunk,1943-11-05
U-849,-6.5,-5.666667,The Atlantic ocean,Sunk,1943-11-25
U-850,32.9,-37.016667,The Atlantic ocean,Sunk,1943-12-20
U-851,42.45,-46.9,The Atlantic ocean,Missing,1944-03-27
U-852,9.533333,50.983333,The Indian Ocean,Scuttled,1944-05-03
U-853,41.217,-71.45,The Atlantic ocean,Sunk,1945-05-06
U-854,54.016667,14.266667,The Baltic Sea,Sunk,1944-02-04
U-855,63.166667,-12.5,The Atlantic ocean,Missing,1944-09-11
U-856,40.3,-62.366667,The Atlantic ocean,Scuttled,1944-04-07
U-857,35.983375,-73.319756,The Atlantic ocean,Missing,1945-04-30
U-858,38.835114,-75.093953,The Atlantic ocean,Surrendered,1945-05-14
U-859,5.767,100.067,The Indian Ocean,Sunk,1944-09-23
U-860,-25.45,-5.5,The Atlantic ocean,Sunk,1944-06-15
U-861,63.447748,10.389492,The Norwegian Sea,Surrendered,1945-05-09
U-862,1.230245,103.823636,The Indian Ocean,Surrendered,1945-08-02
U-863,-10.75,-25.5,The Atlantic ocean,Sunk,1944-09-29
U-864,60.765049,4.53901,The Norwegian Sea,Sunk,1945-02-09
U-865,64.005988,7.918092,The Norwegian Sea,Missing,1944-09-09
U-866,43.18,-61.08,The Atlantic ocean,Sunk,1945-03-18
U-867,62.25,1.8333,The Norwegian Sea,Scuttled,1944-09-19
U-868,60.388464,5.302045,The North Sea,Surrendered,1945-05-09
U-869,39.33,-73.2,The Atlantic ocean,Sunk,1945-02-11
U-870,53.104864,8.738393,The North Sea,Sunk,1945-03-30
U-871,43.3,-36.466667,The Atlantic ocean,Sunk,1944-09-26
U-872,53.098686,8.740132,The North Sea,Broken up,1944-08-10
U-873,43.073413,-70.723128,The Atlantic ocean,Surrendered,1945-05-16
U-874,59.336099,10.587464,The North Sea,Surrendered,1945-05-09
U-875,60.408329,5.287607,The North Sea,Surrendered,1945-05-09
U-876,54.46531,9.847852,The Baltic Sea,Scuttled,1945-05-03
