UboatName,TypeOfUboat,Commissioned,FateDate,Fate,FateLatitude,FateLongitude,Days_in_service,TotalShipsSunked,Years_in_service,AverageDayPerShip,WarOutCome
U-2340,XXIII,1944-10-16,1945-03-30,Sunk,53.541472,9.912868,165,,0.45,,Did not survive the War
U-2341,XXIII,1944-10-21,1945-05-05,Surrendered,53.881565,8.704651,196,,0.54,,Survived the war
U-2342,XXIII,1944-11-01,1944-12-26,Sunk,54.016667,14.333333,55,,0.15,,Did not survive the War
U-2343,XXIII,1944-11-06,1945-05-05,Scuttled,54.758655,9.8671,180,,0.49,,Survived the war
U-2344,XXIII,1944-11-10,1945-02-18,Sunk,54.266667,11.808333,100,,0.27,,Did not survive the War
U-2345,XXIII,1944-11-15,1945-05-09,Surrendered,58.972752,5.738923,175,,0.48,,Survived the war
U-2346,XXIII,1944-11-20,1945-05-05,Scuttled,54.758655,9.8671,166,,0.45,,Survived the war
U-2347,XXIII,1944-12-02,1945-05-05,Scuttled,54.758655,9.8671,154,,0.42,,Survived the war
U-2348,XXIII,1944-12-04,1945-05-09,Surrendered,58.972752,5.738923,156,,0.43,,Survived the war
U-2349,XXIII,1944-12-11,1945-05-05,Scuttled,54.758655,9.8671,145,,0.4,,Survived the war
U-2350,XXIII,1944-12-23,1945-05-09,Surrendered,58.105611,7.981374,137,,0.38,,Survived the war
U-2351,XXIII,1944-12-30,1945-05-05,Surrendered,54.809191,9.448864,126,,0.34,,Survived the war
U-2352,XXIII,1945-01-11,1945-05-05,Scuttled,54.906228,9.89239,114,,0.31,,Survived the war
U-2353,XXIII,1945-01-09,1945-05-09,Surrendered,58.105611,7.981374,120,,0.33,,Survived the war
U-2354,XXIII,1945-01-11,1945-05-09,Surrendered,58.105611,7.981374,118,,0.32,,Survived the war
U-2355,XXIII,1945-01-12,1945-05-03,Scuttled,54.401111,10.2,111,,0.3,,Survived the war
U-2356,XXIII,1945-01-12,1945-05-05,Surrendered,53.881565,8.704651,113,,0.31,,Survived the war
U-2357,XXIII,1945-01-13,1945-05-05,Scuttled,54.758655,9.8671,112,,0.31,,Survived the war
U-2358,XXIII,1945-01-16,1945-05-05,Scuttled,54.758655,9.8671,109,,0.3,,Survived the war
U-2359,XXIII,1945-01-16,1945-05-02,Sunk,57.483333,11.4,106,,0.29,,Survived the war
U-2360,XXIII,1945-01-23,1945-05-05,Scuttled,54.758655,9.8671,102,,0.28,,Survived the war
U-2361,XXIII,1945-02-03,1945-05-09,Surrendered,58.105611,7.981374,95,,0.26,,Survived the war
U-2362,XXIII,1945-02-05,1945-05-05,Scuttled,54.758655,9.8671,89,,0.24,,Survived the war
U-2363,XXIII,1945-02-05,1945-05-09,Surrendered,58.105611,7.981374,93,,0.25,,Survived the war
U-2364,XXIII,1945-02-14,1945-05-05,Scuttled,54.758655,9.8671,80,,0.22,,Survived the war
U-2365,XXIII,1945-03-02,1945-05-08,Scuttled,55.1500,4.2200,67,,0.18,,Survived the war
U-2366,XXIII,1945-03-10,1945-05-05,Scuttled,54.758655,9.8671,56,,0.15,,Survived the war
U-2367,XXIII,1945-03-17,1945-05-05,Sunk,55.0,11.0,49,,0.13,,Survived the war
U-2368,XXIII,1945-04-11,1945-05-05,Scuttled,54.758655,9.8671,24,,0.07,,Survived the war
U-2369,XXIII,1945-04-18,1945-05-05,Scuttled,54.758655,9.8671,17,,0.05,,Survived the war
U-2371,XXIII,1945-04-24,1945-05-03,Scuttled,53.540733,9.889961,9,,0.02,,Survived the war
U-2501,XXI,1944-06-27,1945-05-03,Scuttled,53.540733,9.889961,310,,0.85,,Survived the war
U-2502,XXI,1944-07-19,1945-05-09,Surrendered,59.429624,10.472538,294,,0.8,,Survived the war
U-2503,XXI,1944-08-01,1945-05-04,Scuttled,55.15,11.133333,276,,0.76,,Survived the war
U-2504,XXI,1944-08-12,1945-05-03,Scuttled,53.540733,9.889961,264,,0.72,,Survived the war
U-2505,XXI,1944-11-07,1945-05-03,Buried,53.528611,9.952222,177,,0.48,,Survived the war
U-2506,XXI,1944-08-31,1945-05-09,Surrendered,60.390692,5.297793,251,,0.69,,Survived the war
U-2507,XXI,1944-09-08,1945-05-05,Scuttled,54.758655,9.8671,239,,0.65,,Survived the war
U-2508,XXI,1944-09-26,1945-05-03,Scuttled,54.328034,10.165785,219,,0.6,,Survived the war
U-2509,XXI,1944-09-21,1945-04-08,Sunk,53.539541,9.875964,199,,0.54,,Did not survive the War
U-2510,XXI,1944-09-27,1945-05-02,Scuttled,53.953415,10.860529,217,,0.59,,Survived the war
U-2511,XXI,1944-09-29,1945-05-09,Surrendered,60.390692,5.297793,222,,0.61,,Survived the war
U-2512,XXI,1944-10-10,1945-05-03,Scuttled,54.463713,9.859868,205,,0.56,,Survived the war
U-2513,XXI,1944-10-12,1945-05-09,Surrendered,59.429624,10.472538,209,,0.57,,Survived the war
U-2514,XXI,1944-10-17,1945-04-08,Sunk,53.524176,9.892292,173,,0.47,,Did not survive the War
U-2515,XXI,1944-10-19,1945-01-17,Sunk,53.524176,9.892292,90,,0.25,,Did not survive the War
U-2516,XXI,1944-10-24,1945-04-09,Sunk,54.329238,10.150682,167,,0.46,,Did not survive the War
U-2517,XXI,1944-10-31,1945-05-05,Scuttled,54.758655,9.8671,186,,0.51,,Survived the war
U-2518,XXI,1944-11-04,1945-05-09,Surrendered,59.429624,10.472538,186,,0.51,,Survived the war
U-2519,XXI,1944-11-15,1945-05-03,Scuttled,54.328034,10.165785,169,,0.46,,Survived the war
U-2520,XXI,1944-12-25,1945-05-03,Scuttled,54.328034,10.165785,129,,0.35,,Survived the war
U-2521,XXI,1944-11-21,1945-05-03,Sunk,54.816667,9.833333,163,,0.45,,Survived the war
U-2522,XXI,1944-11-22,1945-05-05,Scuttled,54.758655,9.8671,164,,0.45,,Survived the war
U-2523,XXI,1944-12-26,1945-01-17,Sunk,53.533632,9.964226,22,,0.06,,Did not survive the War
U-2524,XXI,1945-01-16,1945-05-03,Scuttled,54.433333,11.65,107,,0.29,,Survived the war
U-2525,XXI,1944-12-12,1945-05-05,Scuttled,54.758655,9.8671,144,,0.39,,Survived the war
U-2526,XXI,1944-12-15,1945-05-02,Scuttled,53.953271,10.859286,138,,0.38,,Survived the war
U-2527,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,130,,0.36,,Survived the war
U-2528,XXI,1944-12-09,1945-05-02,Scuttled,53.953271,10.859286,144,,0.39,,Survived the war
U-2529,XXI,1945-02-22,1945-05-09,Surrendered,58.105611,7.981374,76,,0.21,,Survived the war
U-2530,XXI,1944-12-30,1945-02-20,Sunk,53.534023,9.938879,52,,0.14,,Did not survive the War
U-2531,XXI,1945-01-10,1945-05-02,Scuttled,53.953271,10.859286,112,,0.31,,Survived the war
U-2533,XXI,1945-01-18,1945-05-03,Scuttled,53.953271,10.859286,105,,0.29,,Survived the war
U-2534,XXI,1945-01-17,1945-05-03,Scuttled,54.435556,11.65,106,,0.29,,Survived the war
U-2535,XXI,1945-01-28,1945-05-02,Scuttled,53.953271,10.859286,94,,0.26,,Survived the war
U-2536,XXI,1945-02-06,1945-05-02,Scuttled,53.953271,10.859286,85,,0.23,,Survived the war
U-2538,XXI,1945-02-16,1945-05-08,Scuttled,54.884722,10.251944,81,,0.22,,Survived the war
U-2539,XXI,1945-02-21,1945-05-03,Scuttled,54.328034,10.165785,71,,0.19,,Survived the war
U-2540,XXI,1945-02-24,1945-05-04,Scuttled,55.468486,8.4315,69,,0.19,,Survived the war
U-2541,XXI,1945-03-01,1945-05-05,Scuttled,54.758655,9.8671,65,,0.18,,Survived the war
U-2542,XXI,1945-03-05,1945-05-03,Sunk,54.328034,10.165785,59,,0.16,,Survived the war
U-2543,XXI,1945-03-07,1945-05-03,Scuttled,54.328034,10.165785,57,,0.16,,Survived the war
U-2544,XXI,1945-03-10,1945-05-05,Scuttled,56.101389,10.4525,56,,0.15,,Survived the war
U-2545,XXI,1945-04-08,1945-05-03,Scuttled,54.328034,10.165785,25,,0.07,,Survived the war
U-2546,XXI,1945-03-21,1945-05-03,Scuttled,54.328034,10.165785,43,,0.12,,Survived the war
U-2548,XXI,1945-04-09,1945-05-03,Scuttled,54.328034,10.165785,24,,0.07,,Survived the war
U-2551,XXI,1945-04-24,1945-05-05,Run aground,54.817,9.467,11,,0.03,,Survived the war
U-2552,XXI,1945-04-21,1945-05-03,Scuttled,54.328034,10.165785,12,,0.03,,Survived the war
U-3001,XXI,1944-07-20,1945-05-03,Scuttled,53.58301,8.442862,287,,0.79,,Survived the war
U-3002,XXI,1944-08-06,1945-05-02,Scuttled,53.953271,10.859286,269,,0.74,,Survived the war
U-3003,XXI,1944-08-22,1945-05-03,Sunk,54.328034,10.165785,254,,0.7,,Survived the war
U-3004,XXI,1944-08-30,1945-05-03,Buried,53.528611,9.952222,246,,0.67,,Survived the war
U-3005,XXI,1944-09-20,1945-05-03,Scuttled,54.328034,10.165785,225,,0.62,,Survived the war
U-3006,XXI,1944-10-05,1945-05-01,Scuttled,53.503455,8.138952,208,,0.57,,Did not survive the War
U-3007,XXI,1944-10-22,1945-02-24,Sunk,53.119978,8.701081,125,,0.34,,Did not survive the War
U-3008,XXI,1944-10-19,1945-05-11,Surrendered,54.326845,10.148409,204,,0.56,,Survived the war
U-3009,XXI,1944-11-10,1945-05-01,Scuttled,53.60267,8.456228,172,,0.47,,Did not survive the War
U-3010,XXI,1944-11-11,1945-05-03,Scuttled,54.328034,10.165785,173,,0.47,,Survived the war
U-3011,XXI,1944-12-21,1945-05-02,Scuttled,53.953271,10.859286,132,,0.36,,Survived the war
U-3012,XXI,1944-12-04,1945-05-03,Scuttled,53.953271,10.859286,150,,0.41,,Survived the war
U-3013,XXI,1944-11-22,1945-05-03,Scuttled,53.953271,10.859286,162,,0.44,,Survived the war
U-3014,XXI,1944-12-17,1945-05-03,Scuttled,54.087061,10.812666,137,,0.38,,Survived the war
U-3015,XXI,1944-12-17,1945-05-05,Scuttled,54.758655,9.8671,139,,0.38,,Survived the war
U-3016,XXI,1945-01-05,1945-05-02,Scuttled,53.953271,10.859286,117,,0.32,,Survived the war
U-3017,XXI,1945-01-05,1945-05-09,Surrendered,59.432656,10.471308,124,,0.34,,Survived the war
U-3018,XXI,1945-01-07,1945-05-02,Scuttled,53.953271,10.859286,115,,0.31,,Survived the war
U-3019,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,130,,0.36,,Survived the war
U-3020,XXI,1944-12-23,1945-05-02,Scuttled,53.953271,10.859286,130,,0.36,,Survived the war
U-3021,XXI,1945-01-12,1945-05-02,Scuttled,53.953271,10.859286,110,,0.3,,Survived the war
U-3022,XXI,1945-01-25,1945-05-05,Scuttled,54.758655,9.8671,100,,0.27,,Survived the war
U-3023,XXI,1945-01-22,1945-05-03,Scuttled,53.953271,10.859286,101,,0.28,,Survived the war
U-3024,XXI,1945-01-13,1945-05-03,Scuttled,54.087061,10.812666,110,,0.3,,Survived the war
U-3025,XXI,1945-01-20,1945-05-03,Scuttled,53.953271,10.859286,103,,0.28,,Survived the war
U-3026,XXI,1945-01-22,1945-05-03,Scuttled,53.953271,10.859286,101,,0.28,,Survived the war
U-3027,XXI,1945-01-25,1945-05-03,Scuttled,53.953271,10.859286,98,,0.27,,Survived the war
U-3028,XXI,1945-01-27,1945-05-03,Scuttled,54.328034,10.165785,96,,0.26,,Survived the war
U-3029,XXI,1945-02-05,1945-05-03,Scuttled,54.328034,10.165785,87,,0.24,,Survived the war
U-3030,XXI,1945-02-14,1945-05-08,Scuttled,54.502222,10.100556,83,,0.23,,Survived the war
U-3031,XXI,1945-02-28,1945-05-03,Scuttled,54.328034,10.165785,64,,0.18,,Survived the war
U-3032,XXI,1945-02-12,1945-05-03,Sunk,54.434722,11.533889,80,,0.22,,Survived the war
U-3033,XXI,1945-02-27,1945-05-04,Scuttled,54.82745,9.426289,66,,0.18,,Survived the war
U-3034,XXI,1945-03-31,1945-05-04,Scuttled,54.82745,9.426289,34,,0.09,,Survived the war
U-3035,XXI,1945-03-01,1945-05-09,Surrendered,58.947065,5.759671,69,,0.19,,Survived the war
U-3037,XXI,1945-03-03,1945-05-03,Scuttled,53.953271,10.859286,61,,0.17,,Survived the war
U-3038,XXI,1945-03-04,1945-05-03,Scuttled,54.328034,10.165785,60,,0.16,,Survived the war
U-3039,XXI,1945-03-08,1945-05-03,Scuttled,54.328034,10.165785,56,,0.15,,Survived the war
U-3040,XXI,1945-03-08,1945-05-03,Scuttled,54.328034,10.165785,56,,0.15,,Survived the war
U-3041,XXI,1945-03-10,1945-05-09,Surrendered,59.432656,10.471308,60,,0.16,,Survived the war
U-3044,XXI,1945-03-27,1945-05-05,Scuttled,54.758655,9.8671,39,,0.11,,Survived the war
U-3501,XXI,1944-07-29,1945-05-01,Scuttled,53.500418,8.508119,276,,0.76,,Did not survive the War
U-3502,XXI,1944-08-19,1945-05-03,Stricken,53.544953,9.845074,257,,0.7,,Survived the war
U-3503,XXI,1944-09-09,1945-05-08,Scuttled,57.65,11.733333,241,,0.66,,Survived the war
U-3504,XXI,1944-09-23,1945-05-02,Scuttled,53.503455,8.138952,221,,0.61,,Survived the war
U-3505,XXI,1944-10-07,1945-04-03,Sunk,54.328034,10.165785,178,,0.49,,Did not survive the War
U-3506,XXI,1944-10-16,1945-05-03,Buried,53.528611,9.952222,199,,0.54,,Survived the war
U-3507,XXI,1944-10-19,1945-05-03,Scuttled,53.953271,10.859286,196,,0.54,,Survived the war
U-3508,XXI,1944-11-02,1945-03-04,Sunk,53.503455,8.138952,122,,0.33,,Did not survive the War
U-3509,XXI,1945-01-29,1945-05-03,Scuttled,52.518188,9.084702,94,,0.26,,Survived the war
U-3510,XXI,1944-11-11,1945-05-05,Scuttled,54.758655,9.8671,175,,0.48,,Survived the war
U-3511,XXI,1944-11-18,1945-05-03,Scuttled,53.953271,10.859286,166,,0.45,,Survived the war
U-3512,XXI,1944-11-27,1945-04-08,Sunk,54.328034,10.165785,132,,0.36,,Did not survive the War
U-3513,XXI,1944-12-02,1945-05-03,Scuttled,53.953271,10.859286,152,,0.42,,Survived the war
U-3514,XXI,1944-12-09,1945-05-09,Surrendered,60.392303,5.296499,151,,0.41,,Survived the war
U-3515,XXI,1944-12-14,1945-05-09,Surrendered,59.432656,10.471308,146,,0.4,,Survived the war
U-3516,XXI,1944-12-18,1945-05-02,Scuttled,53.953271,10.859286,135,,0.37,,Survived the war
U-3517,XXI,1944-12-22,1945-05-02,Scuttled,53.953271,10.859286,131,,0.36,,Survived the war
U-3518,XXI,1944-12-29,1945-05-03,Scuttled,54.328034,10.165785,125,,0.34,,Survived the war
U-3519,XXI,1945-01-06,1945-03-02,Sunk,54.183333,12.083333,55,,0.15,,Did not survive the War
U-3520,XXI,1945-01-12,1945-01-31,Sunk,54.466667,10.2,19,,0.05,,Did not survive the War
U-3521,XXI,1945-01-14,1945-05-02,Scuttled,53.953271,10.859286,108,,0.3,,Survived the war
U-3522,XXI,1945-01-21,1945-05-02,Scuttled,53.953271,10.859286,101,,0.28,,Survived the war
U-3523,XXI,1945-01-23,1945-05-06,Sunk,57.866667,10.816667,103,,0.28,,Survived the war
U-3524,XXI,1945-01-26,1945-05-05,Scuttled,54.758655,9.8671,99,,0.27,,Survived the war
U-3525,XXI,1945-01-31,1945-05-03,Scuttled,54.328034,10.165785,92,,0.25,,Survived the war
U-3526,XXI,1945-03-22,1945-05-05,Scuttled,54.758655,9.8671,44,,0.12,,Survived the war
U-3527,XXI,1945-03-10,1945-05-05,Scuttled,53.500418,8.508119,56,,0.15,,Survived the war
U-3528,XXI,1945-03-18,1945-05-05,Scuttled,53.500418,8.508119,48,,0.13,,Survived the war
U-3529,XXI,1945-03-22,1945-05-05,Scuttled,54.758655,9.8671,44,,0.12,,Survived the war
U-3530,XXI,1945-03-22,1945-05-03,Scuttled,54.328034,10.165785,42,,0.11,,Survived the war
U-4701,XXIII,1945-01-10,1945-05-05,Scuttled,54.890739,9.923523,115,,0.31,,Survived the war
U-4702,XXIII,1945-01-12,1945-05-05,Scuttled,54.758655,9.8671,113,,0.31,,Survived the war
U-4703,XXIII,1945-01-21,1945-05-05,Scuttled,54.758655,9.8671,104,,0.28,,Survived the war
U-4704,XXIII,1945-03-14,1945-05-05,Scuttled,54.890739,9.923523,52,,0.14,,Survived the war
U-4705,XXIII,1945-02-02,1945-05-03,Scuttled,54.328034,10.165785,90,,0.25,,Survived the war
U-4706,XXIII,1945-02-07,1945-05-09,Surrendered,58.105611,7.981374,91,,0.25,,Survived the war
U-4707,XXIII,1945-02-20,1945-05-05,Scuttled,54.758655,9.8671,74,,0.2,,Survived the war
U-4709,XXIII,1945-03-03,1945-05-04,Scuttled,54.328034,10.165785,62,,0.17,,Survived the war
U-4710,XXIII,1945-05-01,1945-05-05,Scuttled,54.758655,9.8671,4,,0.01,,Survived the war
U-4711,XXIII,1945-03-21,1945-05-04,Scuttled,54.328034,10.165785,44,,0.12,,Survived the war
U-4712,XXIII,1945-04-03,1945-05-03,Scuttled,54.328034,10.165785,30,,0.08,,Survived the war
